RouteID|BMP|EMP|ValueDate|Comments|ValueNumeric|StateID|BeginDate|ValueText|DataItem
46202500000NB|6.95|7.082|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
46202500000NB|16.38|16.52|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
4630310000000|0.0|0.2|2008|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0330085000000|10.67|13.13|2020|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2030622000000|1.96|2.13|2019|New 2021||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2030622000000|2.72|3.79|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|0.0|0.8|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|0.9|1.95|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|1.95|2.24|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|2.24|3.51|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|3.51|4.51|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|4.51|5.42|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|5.42|5.56|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|5.56|6.12|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|6.82|7.19|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|7.19|7.38|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|9.97|10.64|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|10.64|15.6|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|16.04|16.1|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|16.2|19.22|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|19.22|20.6|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100790000NB|20.7|21.28|2014|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
4030025000000|0.0|0.63|2020|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0830004000000|21.98|22.98|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0830036000000|2.48|4.2|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040160070000|0.0|0.27|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040160070000|0.27|0.51|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2030061000000|23.75|25.8|2023|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0330003000000|8.17|11.14|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|98.28|99.12|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|99.12|100.07|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|100.07|100.28|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|100.28|100.7|1973|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|100.78|101.0|1973|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|101.65|102.16|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|102.16|102.66|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|102.66|103.69|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|103.69|104.81|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|104.81|105.002|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|106.17|107.6|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|113.47|114.59|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|114.59|116.05|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|116.05|116.66|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100770000NB|116.66|117.2|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730062000000|19.72|20.33|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730062000000|20.33|20.53|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730062000000|20.55|21.94|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20201190000NB|14.22|16.28|2022|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0330094000000|0.0|3.01|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|8.53|8.7|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|9.644|10.37|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|11.532|11.87|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|16.41|16.6|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|16.64|17.28|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|17.413|17.5|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|17.85|17.98|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|17.98|18.097|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
27200350000NB|18.35|18.46|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|2.44|2.86|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|6.2|6.92|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|9.19|10.9|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|16.07|16.48|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|23.08|23.52|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600000EB|28.43|29.18|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040022000000|0.86|1.19|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040022000000|1.19|2.47|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|31.77|32.57|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|32.57|33.45|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|33.45|34.45|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|34.45|36.27|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|36.27|38.54|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|40.46|40.568|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|41.66|41.86|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|41.86|41.89|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|42.79|43.77|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|43.77|43.8|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40100640000EB|44.47|44.78|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
4040050000000|13.38|14.06|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040073000000|0.0|1.18|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
4040046000000|0.0|2.29|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20200600007WB|7.93|8.1|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040025260000|0.0|0.31|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040025260000|0.4|0.71|2019|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730002000000|1.39|3.15|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730002000000|15.93|18.05|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730002000000|18.91|19.89|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2730002000000|29.27|35.98|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0340005000000|15.1|17.57|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
0830016000000|19.19|20.35|2011|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40200350000NB|0.29|0.65|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40200350000NB|1.36|1.6|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40200350000NB|1.64|2.06|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
40200350000NB|2.1|2.3|2006|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040025250000|0.0|0.15|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040025250000|0.15|2.17|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040114010000|0.0|1.07|2017|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
4040012000000|4.71|8.19|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
08100790000NB|36.0|39.91|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
08100790000NB|39.91|40.0|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
08100790000NB|41.43|44.6|2016|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|45.39|45.4|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|47.44|48.4|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|48.4|49.75|2018|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|49.75|50.11|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|50.11|51.56|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|51.56|52.38|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|52.38|52.73|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|52.73|53.1|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|53.75|54.3|2010|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|54.37|54.4|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|54.8|55.21|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|55.21|56.33|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|56.33|57.02|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
20100640000EB|57.02|57.48|2009|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
2040046000000|0.0|0.41|2012|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
03201190000NB|0.0|2.93|2015|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
03201190000NB|9.44|11.49|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
03201190000NB|11.49|12.36|2013|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
03201190000NB|12.83|13.54|1973|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
03201190000NB|16.97|17.8|1973|same as 2020||54|01/01/2023||YEAR_LAST_IMPROVEMENT
