County_Code,County,FedFSystemID,FedFSystemDescript,Urbanization,Miles,Miles_Percentage,Lane_Miles,Lanes_Percentage,Annual_Vehicle_Miles_Millions,Daily_Vehicle_Miles_Travel_Thousands,VMT_Percentage,RowOrder
22,Lincoln,3,O. P. A.,Rural,4.74,0.73,18.96,1.44,18.01,49.33,16.42,1
22,Lincoln,4,Minor Arterial,Rural,38.44,5.89,76.87,5.85,28.83,78.97,26.28,1
22,Lincoln,5,Major Collector,Rural,110,16.86,220.01,16.74,43.14,118.2,39.33,1
22,Lincoln,6,Minor Collector,Rural,44.87,6.88,89.74,6.83,4.64,12.72,4.23,1
22,Lincoln,7,Local,Rural,454.54,69.65,909.07,69.15,15.07,41.28,13.74,1
22,Lincoln,99,Total County,All,652.59,100,1314.65,100,109.69,300.5,100,2
23,Logan,1,Interstate,Urban,0,0,0,0,0,0,0,1
23,Logan,2,O. F. E,Urban,0,0,0,0,0,0,0,1
23,Logan,3,O. P. A.,Urban,11.85,2.27,41.95,3.77,34.87,95.54,14.86,1
23,Logan,4,Minor Arterial,Urban,17.37,3.32,34.73,3.12,30.8,84.37,13.13,1
23,Logan,5,Major Collector,Urban,18.83,3.6,37.15,3.33,20.7,56.73,8.83,1
23,Logan,6,Minor Collector,Urban,3.1,0.59,6.21,0.56,0.8,2.18,0.34,1
23,Logan,7,Local,Urban,51.11,9.78,102.22,9.18,2.3,6.3,0.98,1
23,Logan,1,Interstate,Rural,0,0,0,0,0,0,0,1
23,Logan,2,O. F. E,Rural,0,0,0,0,0,0,0,1
23,Logan,3,O. P. A.,Rural,38.39,7.35,128.07,11.5,71.39,195.59,30.43,1
23,Logan,4,Minor Arterial,Rural,14.05,2.69,28.1,2.52,18.56,50.85,7.91,1
23,Logan,5,Major Collector,Rural,107.43,20.56,214.85,19.28,39.42,107.99,16.8,1
23,Logan,6,Minor Collector,Rural,14.99,2.87,29.97,2.69,3.06,8.38,1.3,1
23,Logan,7,Local,Rural,245.41,46.97,490.83,44.06,12.72,34.86,5.42,1
23,Logan,99,Total County,All,522.53,100,1114.08,100,234.62,642.79,100,2
24,McDowell,1,Interstate,Urban,0,0,0,0,0,0,0,1
24,McDowell,2,O. F. E,Urban,0,0,0,0,0,0,0,1
24,McDowell,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
24,McDowell,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
24,McDowell,5,Major Collector,Urban,0,0,0,0,0,0,0,1
24,McDowell,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
24,McDowell,7,Local,Urban,0,0,0,0,0,0,0,1
24,McDowell,1,Interstate,Rural,0,0,0,0,0,0,0,1
24,McDowell,2,O. F. E,Rural,0,0,0,0,0,0,0,1
24,McDowell,3,O. P. A.,Rural,79,11.99,160.59,12.16,64.53,176.8,53.1,1
24,McDowell,4,Minor Arterial,Rural,17.17,2.61,34.34,2.6,6.91,18.94,5.69,1
24,McDowell,5,Major Collector,Rural,149.8,22.73,299.6,22.69,35.62,97.6,29.31,1
24,McDowell,6,Minor Collector,Rural,25,3.79,50,3.79,2.43,6.66,2,1
24,McDowell,7,Local,Rural,388.11,58.89,776.16,58.77,12.04,32.97,9.9,1
24,McDowell,99,Total County,All,659.08,100,1320.69,100,121.53,332.97,100,2
25,Marion,1,Interstate,Urban,14.46,1.93,39.17,2.57,116.17,318.27,25.96,1
25,Marion,2,O. F. E,Urban,0,0,0,0,0,0,0,1
25,Marion,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
25,Marion,4,Minor Arterial,Urban,30.7,4.1,64.8,4.26,89.54,245.31,20.01,1
25,Marion,5,Major Collector,Urban,34.87,4.66,70.91,4.66,31.05,85.08,6.94,1
25,Marion,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
25,Marion,7,Local,Urban,50.21,6.71,100.41,6.6,5.62,15.41,1.26,1
25,Marion,1,Interstate,Rural,6.42,0.86,23.75,1.56,85.31,233.74,19.06,1
25,Marion,2,O. F. E,Rural,0,0,0,0,0,0,0,1
25,Marion,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
25,Marion,4,Minor Arterial,Rural,38.2,5.1,76.4,5.02,44.4,121.64,9.92,1
25,Marion,5,Major Collector,Rural,92.87,12.41,185.73,12.2,49.55,135.75,11.07,1
25,Marion,6,Minor Collector,Rural,51.46,6.88,102.92,6.76,7.86,21.54,1.76,1
25,Marion,7,Local,Rural,429.11,57.34,858.21,56.38,18.03,49.4,4.03,1
25,Marion,99,Total County,All,748.29,100,1522.3,100,447.53,1226.13,100,2
26,Marshall,1,Interstate,Urban,0,0,0,0,0,0,0,1
26,Marshall,2,O. F. E,Urban,0,0,0,0,0,0,0,1
26,Marshall,3,O. P. A.,Urban,14.96,2.64,42.77,3.68,68.76,188.39,33.29,1
26,Marshall,4,Minor Arterial,Urban,4.58,0.81,9.16,0.79,6.18,16.93,2.99,1
26,Marshall,5,Major Collector,Urban,11.33,2,22.67,1.95,6.14,16.81,2.97,1
26,Marshall,6,Minor Collector,Urban,5.63,0.99,11.27,0.97,0.84,2.29,0.4,1
26,Marshall,7,Local,Urban,11.54,2.04,23.08,1.98,0.59,1.62,0.29,1
26,Marshall,1,Interstate,Rural,0,0,0,0,0,0,0,1
26,Marshall,2,O. F. E,Rural,0,0,0,0,0,0,0,1
26,Marshall,3,O. P. A.,Rural,48.05,8.48,113.29,9.74,61.85,169.45,29.95,1
26,Marshall,4,Minor Arterial,Rural,2.47,0.44,4.94,0.42,1.57,4.29,0.76,1
26,Marshall,5,Major Collector,Rural,123.22,21.76,246.43,21.19,36.47,99.92,17.66,1
26,Marshall,6,Minor Collector,Rural,39.18,6.92,78.35,6.74,9.01,24.68,4.36,1
26,Marshall,7,Local,Rural,305.43,53.93,610.86,52.53,15.13,41.45,7.33,1
26,Marshall,99,Total County,All,566.39,100,1162.82,100,206.54,565.83,100,2
27,Mason,1,Interstate,Urban,0,0,0,0,0,0,0,1
27,Mason,2,O. F. E,Urban,0,0,0,0,0,0,0,1
27,Mason,3,O. P. A.,Urban,5.85,0.75,15.93,1,15.09,41.33,6.56,1
27,Mason,4,Minor Arterial,Urban,10.15,1.31,20.31,1.28,29.34,80.38,12.76,1
27,Mason,5,Major Collector,Urban,10.02,1.29,20.04,1.26,4.84,13.27,2.11,1
27,Mason,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
27,Mason,7,Local,Urban,10.71,1.38,21.41,1.35,0.95,2.61,0.41,1
27,Mason,1,Interstate,Rural,0,0,0,0,0,0,0,1
27,Mason,2,O. F. E,Rural,0,0,0,0,0,0,0,1
27,Mason,3,O. P. A.,Rural,61.09,7.88,156.21,9.84,92.53,253.51,40.25,1
27,Mason,4,Minor Arterial,Rural,9.12,1.18,18.23,1.15,16.16,44.28,7.03,1
27,Mason,5,Major Collector,Rural,123.11,15.89,246.22,15.5,34.42,94.29,14.97,1
27,Mason,6,Minor Collector,Rural,70.34,9.08,140.68,8.86,22.32,61.15,9.71,1
27,Mason,7,Local,Rural,474.51,61.23,949.03,59.76,14.24,39.01,6.19,1
27,Mason,99,Total County,All,774.91,100,1588.06,100,229.89,629.83,100,2
28,Mercer,1,Interstate,Urban,6.17,0.61,23.29,1.09,56.63,155.14,8.09,1
28,Mercer,2,O. F. E,Urban,0.16,0.02,0.53,0.02,0.55,1.51,0.08,1
28,Mercer,3,O. P. A.,Urban,22.18,2.21,71.85,3.37,91.43,250.5,13.07,1
28,Mercer,4,Minor Arterial,Urban,34.28,3.42,68.46,3.21,73.8,202.19,10.55,1
28,Mercer,5,Major Collector,Urban,36.52,3.64,73.66,3.46,32.71,89.61,4.67,1
28,Mercer,6,Minor Collector,Urban,3.3,0.33,6.6,0.31,1.06,2.92,0.15,1
28,Mercer,7,Local,Urban,86.6,8.63,173.21,8.13,8.85,24.26,1.27,1
28,Mercer,1,Interstate,Rural,28.26,2.82,104.08,4.88,245.29,672.03,35.05,1
28,Mercer,2,O. F. E,Rural,2.27,0.23,6.28,0.29,7.87,21.57,1.13,1
28,Mercer,3,O. P. A.,Rural,27.3,2.72,88,4.13,76.69,210.1,10.96,1
28,Mercer,4,Minor Arterial,Rural,18.29,1.82,37.41,1.76,31.64,86.7,4.52,1
28,Mercer,5,Major Collector,Rural,119.34,11.89,239.78,11.25,46.07,126.21,6.58,1
28,Mercer,6,Minor Collector,Rural,55.19,5.5,110.38,5.18,5.11,14,0.73,1
28,Mercer,7,Local,Rural,563.73,56.17,1127.47,52.91,22.12,60.59,3.16,1
28,Mercer,99,Total County,All,1003.63,100,2131,100,699.82,1917.33,100,2
29,Mineral,1,Interstate,Urban,0,0,0,0,0,0,0,1
29,Mineral,2,O. F. E,Urban,0,0,0,0,0,0,0,1
29,Mineral,3,O. P. A.,Urban,4.01,0.98,8.02,0.98,18.22,49.93,11.6,1
29,Mineral,4,Minor Arterial,Urban,6.2,1.52,12.4,1.52,10.97,30.06,6.98,1
29,Mineral,5,Major Collector,Urban,11.62,2.85,21.65,2.66,7.24,19.83,4.61,1
29,Mineral,6,Minor Collector,Urban,1.87,0.46,3.74,0.46,0.97,2.65,0.62,1
29,Mineral,7,Local,Urban,8.72,2.14,17.45,2.14,3.03,8.31,1.93,1
29,Mineral,1,Interstate,Rural,0,0,0,0,0,0,0,1
29,Mineral,2,O. F. E,Rural,0,0,0,0,0,0,0,1
29,Mineral,3,O. P. A.,Rural,8.64,2.12,17.29,2.12,9.27,25.39,5.9,1
29,Mineral,4,Minor Arterial,Rural,36.07,8.84,72.14,8.86,50.22,137.58,31.96,1
29,Mineral,5,Major Collector,Rural,90.46,22.17,180.91,22.21,39.19,107.36,24.94,1
29,Mineral,6,Minor Collector,Rural,26.28,6.44,52.56,6.45,4.76,13.04,3.03,1
29,Mineral,7,Local,Rural,214.14,52.48,428.27,52.59,13.25,36.3,8.43,1
29,Mineral,99,Total County,All,408.01,100,814.43,100,157.12,430.45,100,2
30,Mingo,1,Interstate,Urban,0,0,0,0,0,0,0,1
30,Mingo,2,O. F. E,Urban,0,0,0,0,0,0,0,1
30,Mingo,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
30,Mingo,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
30,Mingo,5,Major Collector,Urban,0,0,0,0,0,0,0,1
30,Mingo,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
30,Mingo,7,Local,Urban,0,0,0,0,0,0,0,1
30,Mingo,1,Interstate,Rural,0,0,0,0,0,0,0,1
30,Mingo,2,O. F. E,Rural,0,0,0,0,0,0,0,1
30,Mingo,3,O. P. A.,Rural,78.91,16.97,200.18,20.58,105.14,288.06,62.6,1
30,Mingo,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
30,Mingo,5,Major Collector,Rural,130.49,28.06,260.98,26.84,47.33,129.68,28.18,1
30,Mingo,6,Minor Collector,Rural,18.33,3.94,36.66,3.77,2.85,7.81,1.7,1
30,Mingo,7,Local,Rural,237.35,51.03,474.7,48.81,12.62,34.59,7.52,1
30,Mingo,99,Total County,All,465.08,100,972.52,100,167.94,460.14,100,2
31,Monongalia,1,Interstate,Urban,30.21,3.48,94.33,5.17,201.03,550.77,23.85,1
31,Monongalia,2,O. F. E,Urban,4.56,0.53,12.31,0.67,2.87,7.87,0.34,1
31,Monongalia,3,O. P. A.,Urban,20.03,2.31,59.56,3.26,117.84,322.84,13.98,1
31,Monongalia,4,Minor Arterial,Urban,32.28,3.72,65.97,3.61,94.54,259.03,11.22,1
31,Monongalia,5,Major Collector,Urban,60.41,6.96,121.04,6.63,66.94,183.41,7.94,1
31,Monongalia,6,Minor Collector,Urban,0.72,0.08,1.44,0.08,1.29,3.53,0.15,1
31,Monongalia,7,Local,Urban,89.25,10.28,178.78,9.8,27.39,75.05,3.25,1
31,Monongalia,1,Interstate,Rural,17.59,2.03,62.1,3.4,168.04,460.39,19.94,1
31,Monongalia,2,O. F. E,Rural,1.45,0.17,5.79,0.32,0.74,2.02,0.09,1
31,Monongalia,3,O. P. A.,Rural,31.83,3.67,63.65,3.49,47.32,129.65,5.61,1
31,Monongalia,4,Minor Arterial,Rural,14.71,1.69,29.43,1.61,32.85,89.99,3.9,1
31,Monongalia,5,Major Collector,Rural,91.27,10.51,182.55,10,41.75,114.37,4.95,1
31,Monongalia,6,Minor Collector,Rural,40.65,4.68,81.3,4.45,17.7,48.49,2.1,1
31,Monongalia,7,Local,Rural,433.36,49.91,866.72,47.49,22.61,61.95,2.68,1
31,Monongalia,99,Total County,All,868.32,100,1824.98,100,842.91,2309.36,100,2
32,Monroe,1,Interstate,Urban,0,0,0,0,0,0,0,1
32,Monroe,2,O. F. E,Urban,0,0,0,0,0,0,0,1
32,Monroe,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
32,Monroe,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
32,Monroe,5,Major Collector,Urban,0,0,0,0,0,0,0,1
32,Monroe,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
32,Monroe,7,Local,Urban,0,0,0,0,0,0,0,1
32,Monroe,1,Interstate,Rural,0,0,0,0,0,0,0,1
32,Monroe,2,O. F. E,Rural,0,0,0,0,0,0,0,1
32,Monroe,3,O. P. A.,Rural,33.34,5.53,66.68,5.53,29.99,82.15,39.73,1
32,Monroe,4,Minor Arterial,Rural,11.31,1.88,22.62,1.88,8.12,22.26,10.76,1
32,Monroe,5,Major Collector,Rural,80.86,13.41,161.72,13.41,14.94,40.94,19.8,1
32,Monroe,6,Minor Collector,Rural,72.77,12.07,145.54,12.07,6.29,17.23,8.33,1
32,Monroe,7,Local,Rural,404.79,67.12,809.58,67.12,16.14,44.21,21.38,1
32,Monroe,99,Total County,All,603.07,100,1206.14,100,75.48,206.79,100,2
33,Morgan,1,Interstate,Urban,0,0,0,0,0,0,0,1
33,Morgan,2,O. F. E,Urban,0,0,0,0,0,0,0,1
33,Morgan,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
33,Morgan,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
33,Morgan,5,Major Collector,Urban,0,0,0,0,0,0,0,1
33,Morgan,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
33,Morgan,7,Local,Urban,0,0,0,0,0,0,0,1
33,Morgan,1,Interstate,Rural,0,0,0,0,0,0,0,1
33,Morgan,2,O. F. E,Rural,0,0,0,0,0,0,0,1
33,Morgan,3,O. P. A.,Rural,30.34,7.75,60.68,7.75,77.68,212.83,61.01,1
33,Morgan,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
33,Morgan,5,Major Collector,Rural,57.07,14.58,114.14,14.58,26.29,72.01,20.64,1
33,Morgan,6,Minor Collector,Rural,31.27,7.99,62.54,7.99,3.63,9.94,2.85,1
33,Morgan,7,Local,Rural,272.72,69.68,545.44,69.68,19.74,54.08,15.5,1
33,Morgan,99,Total County,All,391.4,100,782.8,100,127.34,348.86,100,2
34,Nicholas,1,Interstate,Urban,0,0,0,0,0,0,0,1
34,Nicholas,2,O. F. E,Urban,0,0,0,0,0,0,0,1
34,Nicholas,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
34,Nicholas,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
34,Nicholas,5,Major Collector,Urban,0,0,0,0,0,0,0,1
34,Nicholas,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
34,Nicholas,7,Local,Urban,0,0,0,0,0,0,0,1
34,Nicholas,1,Interstate,Rural,0,0,0,0,0,0,0,1
34,Nicholas,2,O. F. E,Rural,0,0,0,0,0,0,0,1
34,Nicholas,3,O. P. A.,Rural,34.84,5.17,139.16,9.81,129.6,355.06,47.06,1
34,Nicholas,4,Minor Arterial,Rural,41.22,6.12,82.44,5.81,36.08,98.86,13.1,1
34,Nicholas,5,Major Collector,Rural,136.68,20.28,274.04,19.32,86.07,235.81,31.26,1
34,Nicholas,6,Minor Collector,Rural,47.02,6.98,94.04,6.63,7.55,20.68,2.74,1
34,Nicholas,7,Local,Rural,414.26,61.46,828.52,58.42,16.08,44.05,5.84,1
34,Nicholas,99,Total County,All,674.02,100,1418.2,100,275.38,754.46,100,2
35,Ohio,1,Interstate,Urban,26.55,9.24,83.64,13.38,216.24,592.45,50.31,1
35,Ohio,2,O. F. E,Urban,3.56,1.24,7.97,1.28,10.1,27.68,2.35,1
35,Ohio,3,O. P. A.,Urban,11.41,3.97,29.06,4.65,34.84,95.44,8.1,1
35,Ohio,4,Minor Arterial,Urban,16.83,5.86,41.83,6.69,46.59,127.65,10.84,1
35,Ohio,5,Major Collector,Urban,38.04,13.24,75.97,12.15,41.89,114.78,9.75,1
35,Ohio,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
35,Ohio,7,Local,Urban,24.77,8.62,49.53,7.92,5.26,14.42,1.22,1
35,Ohio,1,Interstate,Rural,2.36,0.82,9.44,1.51,28.86,79.06,6.71,1
35,Ohio,2,O. F. E,Rural,0,0,0,0,0,0,0,1
35,Ohio,3,O. P. A.,Rural,6.6,2.3,13.21,2.11,10.59,29.01,2.46,1
35,Ohio,4,Minor Arterial,Rural,3.03,1.05,6.07,0.97,1.17,3.22,0.27,1
35,Ohio,5,Major Collector,Rural,55.2,19.21,110.4,17.66,25.64,70.26,5.97,1
35,Ohio,6,Minor Collector,Rural,11.51,4.01,23.02,3.68,1.53,4.18,0.35,1
35,Ohio,7,Local,Rural,87.44,30.44,174.89,27.98,7.12,19.52,1.66,1
35,Ohio,99,Total County,All,287.3,100,625.03,100,429.83,1177.67,100,2
36,Pendleton,1,Interstate,Urban,0,0,0,0,0,0,0,1
36,Pendleton,2,O. F. E,Urban,0,0,0,0,0,0,0,1
36,Pendleton,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
36,Pendleton,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
36,Pendleton,5,Major Collector,Urban,0,0,0,0,0,0,0,1
36,Pendleton,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
36,Pendleton,7,Local,Urban,0,0,0,0,0,0,0,1
36,Pendleton,1,Interstate,Rural,0,0,0,0,0,0,0,1
36,Pendleton,2,O. F. E,Rural,0,0,0,0,0,0,0,1
36,Pendleton,3,O. P. A.,Rural,0,0,0,0,0,0,0,1
36,Pendleton,4,Minor Arterial,Rural,75.59,13.75,151.18,13.75,38.37,105.12,55.49,1
36,Pendleton,5,Major Collector,Rural,86.85,15.8,173.7,15.8,18.79,51.47,27.17,1
36,Pendleton,6,Minor Collector,Rural,51.74,9.41,103.48,9.41,3.86,10.59,5.59,1
36,Pendleton,7,Local,Rural,335.47,61.03,670.93,61.03,8.12,22.25,11.75,1
36,Pendleton,99,Total County,All,549.65,100,1099.29,100,69.14,189.43,100,2
37,Pleasants,1,Interstate,Urban,0,0,0,0,0,0,0,1
37,Pleasants,2,O. F. E,Urban,0,0,0,0,0,0,0,1
37,Pleasants,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
37,Pleasants,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
37,Pleasants,5,Major Collector,Urban,0,0,0,0,0,0,0,1
37,Pleasants,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
37,Pleasants,7,Local,Urban,0,0,0,0,0,0,0,1
37,Pleasants,1,Interstate,Rural,0,0,0,0,0,0,0,1
37,Pleasants,2,O. F. E,Rural,0,0,0,0,0,0,0,1
37,Pleasants,3,O. P. A.,Rural,17.49,7.19,38.08,7.77,44.79,122.71,67.25,1
37,Pleasants,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
37,Pleasants,5,Major Collector,Rural,38.72,15.92,78.14,15.94,14.06,38.51,21.1,1
37,Pleasants,6,Minor Collector,Rural,22.27,9.16,44.54,9.08,2.03,5.56,3.05,1
37,Pleasants,7,Local,Rural,164.75,67.73,329.51,67.21,5.73,15.69,8.6,1
37,Pleasants,99,Total County,All,243.23,100,490.27,100,66.61,182.47,100,2
38,Pocahontas,1,Interstate,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,2,O. F. E,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,5,Major Collector,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,7,Local,Urban,0,0,0,0,0,0,0,1
38,Pocahontas,1,Interstate,Rural,0,0,0,0,0,0,0,1
38,Pocahontas,2,O. F. E,Rural,0,0,0,0,0,0,0,1
38,Pocahontas,3,O. P. A.,Rural,42.28,6.44,84.56,6.44,20.9,57.25,27.57,1
38,Pocahontas,4,Minor Arterial,Rural,49.87,7.6,99.73,7.6,17.12,46.9,22.58,1
38,Pocahontas,5,Major Collector,Rural,150.57,22.94,301.15,22.94,26.46,72.5,34.91,1
38,Pocahontas,6,Minor Collector,Rural,28.17,4.29,56.34,4.29,2.38,6.52,3.14,1
38,Pocahontas,7,Local,Rural,385.6,58.74,771.21,58.74,8.94,24.5,11.8,1
38,Pocahontas,99,Total County,All,656.5,100,1312.99,100,75.8,207.67,100,2
39,Preston,1,Interstate,Urban,0,0,0,0,0,0,0,1
39,Preston,2,O. F. E,Urban,0,0,0,0,0,0,0,1
39,Preston,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
39,Preston,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
39,Preston,5,Major Collector,Urban,0,0,0,0,0,0,0,1
39,Preston,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
39,Preston,7,Local,Urban,0,0,0,0,0,0,0,1
39,Preston,1,Interstate,Rural,21.16,1.85,79.97,3.44,110.06,301.54,37.99,1
39,Preston,2,O. F. E,Rural,0,0,0,0,0,0,0,1
39,Preston,3,O. P. A.,Rural,4.76,0.42,9.52,0.41,2.47,6.77,0.85,1
39,Preston,4,Minor Arterial,Rural,101.39,8.86,202.79,8.72,89.63,245.56,30.94,1
39,Preston,5,Major Collector,Rural,126.77,11.08,253.53,10.9,44.4,121.65,15.33,1
39,Preston,6,Minor Collector,Rural,74.71,6.53,149.42,6.42,15.91,43.6,5.49,1
39,Preston,7,Local,Rural,815.71,71.27,1631.42,70.12,27.22,74.58,9.4,1
39,Preston,99,Total County,All,1144.5,100,2326.65,100,289.69,793.7,100,2
40,Putnam,1,Interstate,Urban,21.25,3.14,66.97,4.75,228.06,624.82,36.7,1
40,Putnam,2,O. F. E,Urban,0,0,0,0,0,0,0,1
40,Putnam,3,O. P. A.,Urban,1.69,0.25,3.5,0.25,7.14,19.56,1.15,1
40,Putnam,4,Minor Arterial,Urban,33.2,4.91,69.11,4.9,99.93,273.77,16.08,1
40,Putnam,5,Major Collector,Urban,30.27,4.47,61.35,4.35,52.72,144.44,8.48,1
40,Putnam,6,Minor Collector,Urban,0.04,0.01,0.07,0,0,0.01,0,1
40,Putnam,7,Local,Urban,72.11,10.66,144.21,10.23,14.59,39.96,2.35,1
40,Putnam,1,Interstate,Rural,2.59,0.38,3.62,0.26,12.26,33.59,1.97,1
40,Putnam,2,O. F. E,Rural,0,0,0,0,0,0,0,1
40,Putnam,3,O. P. A.,Rural,25.53,3.77,81.65,5.79,109.84,300.93,17.68,1
40,Putnam,4,Minor Arterial,Rural,3.36,0.5,6.54,0.46,4.91,13.45,0.79,1
40,Putnam,5,Major Collector,Rural,90.31,13.35,180.61,12.81,69.7,190.96,11.22,1
40,Putnam,6,Minor Collector,Rural,34.56,5.11,69.13,4.9,2.78,7.63,0.45,1
40,Putnam,7,Local,Rural,361.6,53.45,723.19,51.29,19.49,53.39,3.14,1
40,Putnam,99,Total County,All,676.51,100,1409.95,100,621.42,1702.51,100,2
41,Raleigh,1,Interstate,Urban,17.56,1.66,56.65,2.48,106.9,292.87,12.15,1
41,Raleigh,2,O. F. E,Urban,0,0,0,0,0,0,0,1
41,Raleigh,3,O. P. A.,Urban,17.84,1.68,65.03,2.84,107.04,293.27,12.16,1
41,Raleigh,4,Minor Arterial,Urban,39.91,3.77,87.89,3.84,130.63,357.9,14.84,1
41,Raleigh,5,Major Collector,Urban,75.46,7.12,151.22,6.61,48.39,132.59,5.5,1
41,Raleigh,6,Minor Collector,Urban,1.48,0.14,2.96,0.13,0.19,0.53,0.02,1
41,Raleigh,7,Local,Urban,148.47,14.01,296.95,12.99,10.36,28.39,1.18,1
41,Raleigh,1,Interstate,Rural,48.14,4.54,179.29,7.84,305.82,837.85,34.75,1
41,Raleigh,2,O. F. E,Rural,0,0,0,0,0,0,0,1
41,Raleigh,3,O. P. A.,Rural,10.48,0.99,25.16,1.1,12.51,34.28,1.42,1
41,Raleigh,4,Minor Arterial,Rural,24.81,2.34,49.61,2.17,36.55,100.12,4.15,1
41,Raleigh,5,Major Collector,Rural,173.41,16.36,366.64,16.04,96.2,263.56,10.93,1
41,Raleigh,6,Minor Collector,Rural,21.4,2.02,42.8,1.87,4.13,11.32,0.47,1
41,Raleigh,7,Local,Rural,480.98,45.38,961.96,42.08,21.38,58.58,2.43,1
41,Raleigh,99,Total County,All,1059.93,100,2286.16,100,880.1,2411.26,100,2
42,Randolph,1,Interstate,Urban,0,0,0,0,0,0,0,1
42,Randolph,2,O. F. E,Urban,0,0,0,0,0,0,0,1
42,Randolph,3,O. P. A.,Urban,8.65,0.99,22.76,1.27,35.33,96.79,14.23,1
42,Randolph,4,Minor Arterial,Urban,4.47,0.51,9.02,0.5,9.6,26.31,3.87,1
42,Randolph,5,Major Collector,Urban,9.51,1.09,19.03,1.06,5.68,15.57,2.29,1
42,Randolph,6,Minor Collector,Urban,2.34,0.27,4.68,0.26,1.21,3.31,0.49,1
42,Randolph,7,Local,Urban,23.89,2.75,47.93,2.68,11.96,32.78,4.82,1
42,Randolph,1,Interstate,Rural,0,0,0,0,0,0,0,1
42,Randolph,2,O. F. E,Rural,0,0,0,0,0,0,0,1
42,Randolph,3,O. P. A.,Rural,54.33,6.25,141.91,7.92,85.24,233.54,34.34,1
42,Randolph,4,Minor Arterial,Rural,45.84,5.27,104.94,5.86,39.37,107.87,15.86,1
42,Randolph,5,Major Collector,Rural,110.78,12.74,221.56,12.37,20.35,55.76,8.2,1
42,Randolph,6,Minor Collector,Rural,64.02,7.36,128.03,7.15,7.01,19.21,2.82,1
42,Randolph,7,Local,Rural,545.87,62.77,1091.75,60.94,32.46,88.93,13.08,1
42,Randolph,99,Total County,All,869.7,100,1791.61,100,248.21,680.07,100,2
43,Ritchie,1,Interstate,Urban,0,0,0,0,0,0,0,1
43,Ritchie,2,O. F. E,Urban,0,0,0,0,0,0,0,1
43,Ritchie,3,O. P. A.,Urban,0,0,0,0,0,0,0,1
43,Ritchie,4,Minor Arterial,Urban,0,0,0,0,0,0,0,1
43,Ritchie,5,Major Collector,Urban,0,0,0,0,0,0,0,1
43,Ritchie,6,Minor Collector,Urban,0,0,0,0,0,0,0,1
43,Ritchie,7,Local,Urban,0,0,0,0,0,0,0,1
43,Ritchie,1,Interstate,Rural,0,0,0,0,0,0,0,1
43,Ritchie,2,O. F. E,Rural,0,0,0,0,0,0,0,1
43,Ritchie,3,O. P. A.,Rural,22.03,2.84,84.88,5.33,60.36,165.37,52.36,1
43,Ritchie,4,Minor Arterial,Rural,0,0,0,0,0,0,0,1
43,Ritchie,5,Major Collector,Rural,191.79,24.71,383.59,24.08,46.03,126.12,39.93,1
43,Ritchie,6,Minor Collector,Rural,34.92,4.5,69.84,4.38,1.69,4.64,1.47,1
43,Ritchie,7,Local,Rural,527.36,67.95,1054.71,66.21,7.2,19.72,6.24,1
43,Ritchie,99,Total County,All,776.1,100,1593.02,100,115.28,315.85,100,2
44,Roane,1,Interstate,Urban,0,0,0,0,0,0,0,1
44,Roane,2,O. F. E,Urban,0,0,0,0,0,0,0,1
