,Year_Record,State_Code,Route_ID,Begin_Point,End_Point,Data_Item,Section_Length,Value_Numeric,Value_Text,Value_Date,Comments
268,01/01/2022,54,07200330000EB,10.13,14.3,Alternative_Route_Name,4.17,,Sand Ridge Rd,,
269,01/01/2022,54,2040027000000,5.07,7.24,Alternative_Route_Name,2.17,,Mile Fk Rd,,
270,01/01/2022,54,54200500000EB,0.0,0.61,Alternative_Route_Name,0.61,,Blennerhasset Island Bridge,,
271,01/01/2022,54,3140072000000,3.772,3.78,Alternative_Route_Name,0.008,,Summer School Road,,
272,01/01/2022,54,18100770000NB,120.71,122.73,Alternative_Route_Name,2.02,,Turnpike,,
273,01/01/2022,54,18100770000NB,126.39,128.33,Alternative_Route_Name,1.94,,Turnpike,,
274,01/01/2022,54,17100790000NB,111.13,111.91,Alternative_Route_Name,0.78,,Quiet Dell,,
275,01/01/2022,54,19203400000NB,9.13,9.55,Alternative_Route_Name,0.42,,William L. Wilson Freeway,,
276,01/01/2022,54,20100770005SB,0.0,0.67,Alternative_Route_Name,0.67,,Exit 101,,
277,01/01/2022,54,18100770000NB,132.44,137.74,Alternative_Route_Name,5.3,,Turnpike,,
278,01/01/2022,54,19203400000NB,11.9,12.047,Alternative_Route_Name,0.147,,Harpers Ferry Road,,
279,01/01/2022,54,5475767001900,0.88,1.08,Alternative_Route_Name,0.2,,Dudley Avenue,,
280,01/01/2022,54,0640031060000,0.0,0.38,Alternative_Route_Name,0.38,,Martha Road,,
281,01/01/2022,54,35200400000EB,2.83,3.24,Alternative_Route_Name,0.41,,National Rd,,
282,01/01/2022,54,4130054000000,4.86,5.72,Alternative_Route_Name,0.86,,Lester Highway,,
283,01/01/2022,54,5040003020000,0.0,0.64,Alternative_Route_Name,0.64,,Airport Rd,,
284,01/01/2022,54,2730062000000,19.72,20.33,Alternative_Route_Name,0.61,,Viand St,,
285,01/01/2022,54,0340005000000,15.1,17.57,Alternative_Route_Name,2.47,,Prenter Road,,
286,01/01/2022,54,54100770000NB,168.37,172.29,Alternative_Route_Name,3.92,,Turnpike,,
287,01/01/2022,54,4140019210000,3.73,5.14,Alternative_Route_Name,1.41,,Bluejay 6 Road,,
288,01/01/2022,54,0540507020000,0.0,1.22,Alternative_Route_Name,1.22,,Birch Dr,,
289,01/01/2022,54,2540073000000,2.45,3.55,Alternative_Route_Name,1.1,,Meadowdale Road,,
290,01/01/2022,54,2870502001900,1.78,1.91,Alternative_Route_Name,0.13,,Warren Street,,
291,01/01/2022,54,1740011000000,4.7,5.24,Alternative_Route_Name,0.54,,Old US 50,,
292,01/01/2022,54,0230009000000,0.35,2.2,Alternative_Route_Name,1.85,,Hedgesville Road,,
293,01/01/2022,54,3174772001900,0.27,0.42,Alternative_Route_Name,0.15,,Turnpike,,
294,01/01/2022,54,28200520000EB,4.12,5.2,Alternative_Route_Name,1.08,,Coal Heritage Road,,
295,01/01/2022,54,3140059020000,0.0,0.44,Alternative_Route_Name,0.44,,Burroughs Street,,
296,01/01/2022,54,2540060000000,4.38,4.86,Alternative_Route_Name,0.48,,Vinegar Hill Road,,
297,01/01/2022,54,20100790000NB,0.0,0.81,Alternative_Route_Name,0.81,,Jennings Randolph Highway,,
298,01/01/2022,54,11200330000EB,25.09,26.73,Alternative_Route_Name,1.64,,Glenville Weston Road,,
299,01/01/2022,54,31100680006EB,0.0,0.89,Alternative_Route_Name,0.89,,Exit 148,,
300,01/01/2022,54,2870504001900,0.47,0.71,Alternative_Route_Name,0.24,,Wayne Street,,
301,01/01/2022,54,2774502001900,0.0,0.17,Alternative_Route_Name,0.17,,Anderson Street,,
302,01/01/2022,54,10100770016NB,52.58,56.36,Alternative_Route_Name,3.78,,Raleigh County Line to Pax Toll Plaza B,,
303,01/01/2022,54,08100790000NB,39.91,41.43,Alternative_Route_Name,1.52,,Jennings Randolph Highway,,
304,01/01/2022,54,0673281001900,0.6,0.96,Alternative_Route_Name,0.36,,10th Street,,
305,01/01/2022,54,3174772001900,0.0,0.1,Alternative_Route_Name,0.1,,Turnpike,,
306,01/01/2022,54,2730062000000,20.55,21.94,Alternative_Route_Name,1.39,,Jackson Ave.,,
307,01/01/2022,54,5475770001900,0.43,1.04,Alternative_Route_Name,0.61,,16th Street,,
308,01/01/2022,54,2340110580000,0.44,0.98,Alternative_Route_Name,0.54,,Stratton Street,,
309,01/01/2022,54,4730032000000,16.09,16.45,Alternative_Route_Name,0.36,,East Avenue,,
310,01/01/2022,54,4130041000000,0.0,0.71,Alternative_Route_Name,0.71,,Beaver Avenue,,
311,01/01/2022,54,28100770016NB,8.98,27.26,Alternative_Route_Name,18.28,,MM 9 to Raleigh County Line,,
312,01/01/2022,54,2040025470000,0.1,0.36,Alternative_Route_Name,0.26,,Dunbar Toll Bridge,,
313,01/01/2022,54,1040061280000,0.0,0.59,Alternative_Route_Name,0.59,,Virginia Street,,
314,01/01/2022,54,31201190000NB,13.99,14.1,Alternative_Route_Name,0.11,,Pleasant Street,,
315,01/01/2022,54,5475791001900,0.0,0.37,Alternative_Route_Name,0.37,,Woodland Drive,,
316,01/01/2022,54,17100790000NB,106.42,107.57,Alternative_Route_Name,1.15,,Lost Creek,,
317,01/01/2022,54,2071020001900,0.06,0.46,Alternative_Route_Name,0.4,,Court St.,,
318,01/01/2022,54,54300680005SB,1.69,1.92,Alternative_Route_Name,0.23,,Ann Street,,
319,01/01/2022,54,0577279001900,0.0,0.16,Alternative_Route_Name,0.16,,Main Street,,
320,01/01/2022,54,18200330000EB,11.09,11.48,Alternative_Route_Name,0.39,,W. Main Street,,
321,01/01/2022,54,1930051000000,8.66,8.78,Alternative_Route_Name,0.12,,E. Washington Street,,
322,01/01/2022,54,3140070000000,0.0,0.38,Alternative_Route_Name,0.38,,Summer School Road,,
323,01/01/2022,54,2330080000000,0.86,1.57,Alternative_Route_Name,0.71,,Mingo Hwy,,
324,01/01/2022,54,31201190000NB,15.72,16.0,Alternative_Route_Name,0.28,,Mileground Road,,
325,01/01/2022,54,2840019290000,2.54,3.32,Alternative_Route_Name,0.78,,Old Blfs. Road,,
326,01/01/2022,54,2340119900000,0.0,0.5,Alternative_Route_Name,0.5,,Old Logan Rd,,
327,01/01/2022,54,4140041210000,0.0,1.63,Alternative_Route_Name,1.63,,Overlook,,
328,01/01/2022,54,3530002000000,2.36,2.84,Alternative_Route_Name,0.48,,Main Street,,
329,01/01/2022,54,13100640000EB,147.6,147.93,Alternative_Route_Name,0.33,,Eisenhower Interstate,,
330,01/01/2022,54,5040003000000,3.75,3.85,Alternative_Route_Name,0.1,,Main St,,
331,01/01/2022,54,2040022000000,0.86,1.19,Alternative_Route_Name,0.33,,Woodward Drive,,
332,01/01/2022,54,2230010000000,17.81,19.07,Alternative_Route_Name,1.26,,McClellan Hwy,,
333,01/01/2022,54,5440016000000,0.9,1.12,Alternative_Route_Name,0.22,,St. Marys Pike,,
334,01/01/2022,54,4040012000000,8.19,10.77,Alternative_Route_Name,2.58,,Steel Ridge Road,,
335,01/01/2022,54,2330010000000,15.25,16.17,Alternative_Route_Name,0.92,,Hanging Rock Hwy,,
336,01/01/2022,54,14200500000EB,13.37,14.67,Alternative_Route_Name,1.3,,Shanks Road,,
337,01/01/2022,54,0240051070000,2.28,3.56,Alternative_Route_Name,1.28,,Sulphur Springs Road,,
338,01/01/2022,54,3130100000000,2.9,3.08,Alternative_Route_Name,0.18,,Osage Road,,
339,01/01/2022,54,0640017000000,4.05,4.17,Alternative_Route_Name,0.12,,Blue Sulphur Road,,
340,01/01/2022,54,3140060000000,0.85,1.75,Alternative_Route_Name,0.9,,Bakers Ridge Road,,
341,01/01/2022,54,20201190000NB,14.22,16.28,Alternative_Route_Name,2.06,,Corridor G,,
342,01/01/2022,54,3140067010000,0.0,0.65,Alternative_Route_Name,0.65,,West Run Road,,
343,01/01/2022,54,0673292001900,0.0,0.69,Alternative_Route_Name,0.69,,Gallaher St. and Kings Hwy.,,
344,01/01/2022,54,0240013000000,1.03,1.5,Alternative_Route_Name,0.47,,N Tennessee Avenue,,
345,01/01/2022,54,23201190000NB,0.0,0.85,Alternative_Route_Name,0.85,,Corridor G,,
346,01/01/2022,54,13100640000EB,147.93,149.84,Alternative_Route_Name,1.91,,Eisenhower Interstate,,
347,01/01/2022,54,0240011330000,0.0,0.26,Alternative_Route_Name,0.26,,Musselman Drive,,
348,01/01/2022,54,1530002000000,3.91,4.68,Alternative_Route_Name,0.77,,WV2,,
349,01/01/2022,54,0140010000000,7.41,8.63,Alternative_Route_Name,1.22,,Clemtown Road,,
350,01/01/2022,54,1040015000000,0.0,1.58,Alternative_Route_Name,1.58,,Scarbro road,,
351,01/01/2022,54,1030016000000,14.84,14.97,Alternative_Route_Name,0.13,,Court Street,,
352,01/01/2022,54,27200350000NB,17.632,17.753,Alternative_Route_Name,0.121,,Kanawha Valley Rd,,
353,01/01/2022,54,19203400000NB,12.047,12.88,Alternative_Route_Name,0.833,,William L Wilson Freeway,,
354,01/01/2022,54,1374103001900,0.0,0.31,Alternative_Route_Name,0.31,,Ronceverte Ave,,
355,01/01/2022,54,10200190000NB,3.89,6.16,Alternative_Route_Name,2.27,,Mountaineer Expressway,,
356,01/01/2022,54,0577278001900,0.0,0.16,Alternative_Route_Name,0.16,,8th St,,
357,01/01/2022,54,3140857010000,0.0,0.19,Alternative_Route_Name,0.19,,Vocational Tech Center Access Road,,
358,01/01/2022,54,19203400000NB,13.26,13.82,Alternative_Route_Name,0.56,,Harpers Ferry Road,,
359,01/01/2022,54,2540072020000,1.17,1.71,Alternative_Route_Name,0.54,,Five Forks Road,,
360,01/01/2022,54,17200500000EB,18.32,18.45,Alternative_Route_Name,0.13,,Clarksburg Expressway,,
361,01/01/2022,54,2430083000000,14.092,17.6,Alternative_Route_Name,3.508,,Old Bradshaw Road,,
362,01/01/2022,54,41200190023EB,0.034,1.1,Alternative_Route_Name,1.066,,East Beckley Bypass,,
363,01/01/2022,54,5475757001900,0.33,0.47,Alternative_Route_Name,0.14,,34th Street,,
364,01/01/2022,54,1030061000000,8.74,9.33,Alternative_Route_Name,0.59,,Page Road,,
365,01/01/2022,54,0330099000000,0.0,1.84,Alternative_Route_Name,1.84,,Bolt Road,,
366,01/01/2022,54,50200600000EB,3.79,4.04,Alternative_Route_Name,0.25,,Waverly Rd,,
367,01/01/2022,54,0274268001900,0.0,0.48,Alternative_Route_Name,0.48,,Woodbury Avenue,,
368,01/01/2022,54,3130100000000,0.0,0.97,Alternative_Route_Name,0.97,,Holland Avenue,,
369,01/01/2022,54,20100790000NB,20.62,21.28,Alternative_Route_Name,0.66,,Jennings Randolph Highway,,
370,01/01/2022,54,13100640000EB,165.95,168.89,Alternative_Route_Name,2.94,,Eisenhower Interstate,,
371,01/01/2022,54,1030061000000,22.53,25.56,Alternative_Route_Name,3.03,,Page Road,,
372,01/01/2022,54,2870517001900,0.19,0.38,Alternative_Route_Name,0.19,,Mountain View Avenue,,
373,01/01/2022,54,3140059000000,0.0,0.33,Alternative_Route_Name,0.33,,East Van Voorhis Road,,
374,01/01/2022,54,2640034000000,5.18,5.23,Alternative_Route_Name,0.05,,Middle Grave Creek,,
375,01/01/2022,54,1940003000000,1.403,1.82,Alternative_Route_Name,0.417,,Paynes Ford Road,,
376,01/01/2022,54,2870504001900,0.0,0.47,Alternative_Route_Name,0.47,,Wayne Street,,
377,01/01/2022,54,26202500000NB,3.56,4.01,Alternative_Route_Name,0.45,,Dragon Highway,,
378,01/01/2022,54,5440014160000,0.86,1.23,Alternative_Route_Name,0.37,,Rosemar Road,,
379,01/01/2022,54,3140069050000,2.02,2.1,Alternative_Route_Name,0.08,,Quarry Run Rd,,
380,01/01/2022,54,0230051000000,4.13,4.54,Alternative_Route_Name,0.41,,Gerradstown Road,,
381,01/01/2022,54,1640012000000,14.85,15.91,Alternative_Route_Name,1.06,,Howards Lick,,
382,01/01/2022,54,2030214000000,8.0,8.12,Alternative_Route_Name,0.12,,Oakhurst Dr.,,
383,01/01/2022,54,2071068001900,0.0,0.48,Alternative_Route_Name,0.48,,Montrose Dr.,,
384,01/01/2022,54,5275509001900,0.07,0.23,Alternative_Route_Name,0.16,,W. Thistle Drive,,
385,01/01/2022,54,1930115000000,0.64,1.15,Alternative_Route_Name,0.51,,South George Street,,
386,01/01/2022,54,5440014160000,0.18,0.86,Alternative_Route_Name,0.68,,Rosemar Road,,
387,01/01/2022,54,3140067000000,6.22,7.97,Alternative_Route_Name,1.75,,Pierpont Road,,
388,01/01/2022,54,4140004030000,0.0,0.47,Alternative_Route_Name,0.47,,Cranberry Drive,,
389,01/01/2022,54,5275501001900,0.07,0.22,Alternative_Route_Name,0.15,,Main/Central Street,,
390,01/01/2022,54,3040065050000,5.74,7.12,Alternative_Route_Name,1.38,,Rockhouse Fork,,
391,01/01/2022,54,17200500000EB,17.79,18.0,Alternative_Route_Name,0.21,,Clarksburg Expressway,,
392,01/01/2022,54,41100770004NB,0.0,0.43,Alternative_Route_Name,0.43,,Exit 40,,
393,01/01/2022,54,2071062001900,0.0,1.38,Alternative_Route_Name,1.38,,Bridge Rd.,,
394,01/01/2022,54,3130007000000,4.42,4.54,Alternative_Route_Name,0.12,,Mason Dixon Highway,,
395,01/01/2022,54,14200500000EB,29.25,30.33,Alternative_Route_Name,1.08,,Northwestern Pike,,
396,01/01/2022,54,41200190000NB,0.0,2.17,Alternative_Route_Name,2.17,,Beckley Bypass,,
397,01/01/2022,54,4170016001900,0.72,0.9,Alternative_Route_Name,0.18,,E. Prince Street,,
398,01/01/2022,54,2776503001900,0.0,0.23,Alternative_Route_Name,0.23,,26th Street,,
399,01/01/2022,54,26202500000NB,0.0,3.56,Alternative_Route_Name,3.56,,Dragon Highway,,
400,01/01/2022,54,30200520000EB,21.97,22.28,Alternative_Route_Name,0.31,,E 4th Avenue,,
401,01/01/2022,54,1740025060000,2.98,5.26,Alternative_Route_Name,2.28,,Duck Creek Road,,
402,01/01/2022,54,19203400000NB,6.9,8.56,Alternative_Route_Name,1.66,,Veterans Memorial Highway,,
403,01/01/2022,54,1040019020000,0.0,0.82,Alternative_Route_Name,0.82,,Broadway Avenue,,
404,01/01/2022,54,13202190000NB,15.74,16.37,Alternative_Route_Name,0.63,,Seneca Trail,,
405,01/01/2022,54,4330053000000,0.0,1.4,Alternative_Route_Name,1.4,,Big Island Run Road,,
406,01/01/2022,54,0673281001900,0.19,0.48,Alternative_Route_Name,0.29,,10th Street,,
407,01/01/2022,54,5475760001900,0.0,0.21,Alternative_Route_Name,0.21,,Lakeview Drive,,
408,01/01/2022,54,0540003010000,0.48,0.61,Alternative_Route_Name,0.13,,Walker Road,,
409,01/01/2022,54,2040008000000,2.72,3.24,Alternative_Route_Name,0.52,,Green Valley Dr.,,
410,01/01/2022,54,4272252001900,0.0,0.39,Alternative_Route_Name,0.39,,Pleasant Avenue,,
411,01/01/2022,54,0330085000000,10.67,13.13,Alternative_Route_Name,2.46,,Pond Fork Road,,
412,01/01/2022,54,1740050400000,0.0,0.67,Alternative_Route_Name,0.67,,Precision Coil Road,,
413,01/01/2022,54,1740024270000,0.0,0.41,Alternative_Route_Name,0.41,,Custer Hollow Road,,
414,01/01/2022,54,1740024020000,0.87,1.09,Alternative_Route_Name,0.22,,Summit Park Road,,
415,01/01/2022,54,1740024000000,4.78,5.67,Alternative_Route_Name,0.89,,Meadowbrook Road,,
416,01/01/2022,54,1730058000000,2.43,2.82,Alternative_Route_Name,0.39,,Philippi Pike,,
417,01/01/2022,54,1740050340000,0.0,0.69,Alternative_Route_Name,0.69,,Benedum Airport Road,,
418,01/01/2022,54,1840021000000,19.64,20.96,Alternative_Route_Name,1.32,,Parkersburg Road,,
419,01/01/2022,54,0240012000000,0.0,1.29,Alternative_Route_Name,1.29,,Berkeley Station Road,,
420,01/01/2022,54,4640044000000,1.92,2.03,Alternative_Route_Name,0.11,,High Street,,
421,01/01/2022,54,2030062000000,7.93,8.26,Alternative_Route_Name,0.33,,Cross Lanes Dr.,,
422,01/01/2022,54,0230009000000,6.17,6.27,Alternative_Route_Name,0.1,,W. Main Street,,
423,01/01/2022,54,5040060070000,0.87,1.44,Alternative_Route_Name,0.57,,Barger Hill Rd,,
424,01/01/2022,54,0240019000000,3.438,4.04,Alternative_Route_Name,0.602,,Paynes Ford Road,,
425,01/01/2022,54,3540018000000,0.0,0.72,Alternative_Route_Name,0.72,,Main St,,
426,01/01/2022,54,34200190000NB,11.03,11.47,Alternative_Route_Name,0.44,,Mountaineer Expressway,,
427,01/01/2022,54,1740023090000,6.77,7.36,Alternative_Route_Name,0.59,,Anmoore Road,,
428,01/01/2022,54,4970764001900,0.0,0.39,Alternative_Route_Name,0.39,,Cleveland Avenue,,
429,01/01/2022,54,5230002000000,11.75,12.12,Alternative_Route_Name,0.37,,Energy Road,,
430,01/01/2022,54,0240011370000,0.0,0.23,Alternative_Route_Name,0.23,,Dellinger Drive,,
431,01/01/2022,54,31200190000NB,9.54,9.94,Alternative_Route_Name,0.4,,Fairmont Road,,
432,01/01/2022,54,3140100010000,0.0,0.501,Alternative_Route_Name,0.501,,Monongahela Ave,,
433,01/01/2022,54,3130007000000,0.0,3.42,Alternative_Route_Name,3.42,,Mason Dixon Highway,,
434,01/01/2022,54,2240012000000,4.91,5.18,Alternative_Route_Name,0.27,,Island Creek Road,,
435,01/01/2022,54,0640060050000,0.0,0.88,Alternative_Route_Name,0.88,,Main Street,,
436,01/01/2022,54,20201190000NB,11.64,12.9,Alternative_Route_Name,1.26,,Corridor G,,
437,01/01/2022,54,0540001080000,1.9,2.41,Alternative_Route_Name,0.51,,Colliers Way,,
438,01/01/2022,54,30200520000EB,21.06,21.95,Alternative_Route_Name,0.89,,E 4th Ave,,
439,01/01/2022,54,2040028000000,5.91,7.37,Alternative_Route_Name,1.46,,Five Mile Road,,
440,01/01/2022,54,2030622000000,4.23,5.57,Alternative_Route_Name,1.34,,Big Tyler Rd.,,
441,01/01/2022,54,2730002000000,21.29,22.2,Alternative_Route_Name,0.91,,Huntington Rd,,
442,01/01/2022,54,2040016000000,4.25,5.42,Alternative_Route_Name,1.17,,Chestnut Street,,
443,01/01/2022,54,0540027040000,0.0,0.13,Alternative_Route_Name,0.13,,Genteel Ridge Road,,
444,01/01/2022,54,1640007000000,5.61,6.0,Alternative_Route_Name,0.39,,South Fork Road,,
445,01/01/2022,54,10200600000EB,0.34,1.01,Alternative_Route_Name,0.67,,Kanawha Turnpike,,
446,01/01/2022,54,3130007000000,34.71,35.76,Alternative_Route_Name,1.05,,Rogers Street,,
447,01/01/2022,54,14200500000EB,7.48,7.98,Alternative_Route_Name,0.5,,W. Main Street,,
448,01/01/2022,54,3140068070000,0.25,0.75,Alternative_Route_Name,0.5,,Dug Hill Road,,
449,01/01/2022,54,20201190000NB,12.9,14.04,Alternative_Route_Name,1.14,,Corridor G,,
450,01/01/2022,54,2640001000000,0.6,1.209,Alternative_Route_Name,0.609,,Boggs Run Road,,
451,01/01/2022,54,0630002001300,0.17,0.39,Alternative_Route_Name,0.22,,5th Avenue,,
452,01/01/2022,54,5440011000000,7.679,8.3,Alternative_Route_Name,0.621,,New England Ridge Road,,
453,01/01/2022,54,3140019220000,0.68,1.07,Alternative_Route_Name,0.39,,College Avenue,,
454,01/01/2022,54,20100770016SB,67.21,82.62,Alternative_Route_Name,15.41,,Chelyan Toll Plaza C to Fayette County Line,,
455,01/01/2022,54,3130007000000,33.83,34.1,Alternative_Route_Name,0.27,,Rogers Avenue,,
456,01/01/2022,54,2540054000000,0.0,0.183,Alternative_Route_Name,0.183,,Mill Fall Road,,
457,01/01/2022,54,35200400000EB,1.99,2.102,Alternative_Route_Name,0.112,,National Rd,,
458,01/01/2022,54,17100790000NB,107.57,107.94,Alternative_Route_Name,0.37,,Lost Creek,,
459,01/01/2022,54,3578271001900,1.04,1.59,Alternative_Route_Name,0.55,,Glenwood Road,,
460,01/01/2022,54,10100770016NB,56.36,67.21,Alternative_Route_Name,10.85,,Pax Toll Plaza B to Kanawha County Line,,
461,01/01/2022,54,06200600000EB,2.97,3.07,Alternative_Route_Name,0.1,,5th Avenue,,
462,01/01/2022,54,5040009000000,0.65,1.92,Alternative_Route_Name,1.27,,Haneys Branch Road,,
463,01/01/2022,54,2540072020000,0.5,0.72,Alternative_Route_Name,0.22,,Five Forks Road,,
464,01/01/2022,54,2540250550000,0.045,0.29,Alternative_Route_Name,0.245,,Mary Lou Retton Drive,,
465,01/01/2022,54,0230009000000,18.18,20.16,Alternative_Route_Name,1.98,,Veterans Memorial Hwy,,
466,01/01/2022,54,5475766001900,0.0,0.46,Alternative_Route_Name,0.46,,Lynn Street,,
467,01/01/2022,54,3140061000000,0.0,0.94,Alternative_Route_Name,0.94,,Chesnut Ridge Road,,
468,01/01/2022,54,0640021000000,0.9,1.51,Alternative_Route_Name,0.61,,Prichard Road,,
469,01/01/2022,54,2040012000000,3.6,4.14,Alternative_Route_Name,0.54,,Smith Creek Rd.,,
470,01/01/2022,54,1040021200000,0.0,0.98,Alternative_Route_Name,0.98,,Scarbro Road,,
471,01/01/2022,54,4130054000000,6.35,6.54,Alternative_Route_Name,0.19,,Lester Highway,,
472,01/01/2022,54,2870502001900,1.01,1.36,Alternative_Route_Name,0.35,,Roanoke Street - Hardy Street - Warren Street,,
473,01/01/2022,54,0640031060000,0.38,0.41,Alternative_Route_Name,0.03,,Martha Road,,
474,01/01/2022,54,18100770000NB,117.5,119.26,Alternative_Route_Name,1.76,,Turnpike,,
475,01/01/2022,54,3130007000000,27.03,27.265,Alternative_Route_Name,0.235,,Mason Dixon Highway,,
476,01/01/2022,54,4130003000000,36.23,36.49,Alternative_Route_Name,0.26,,Harper Road,,
477,01/01/2022,54,28100770000NB,2.56,5.12,Alternative_Route_Name,2.56,,Turnpike,,
478,01/01/2022,54,1940003000000,1.82,2.02,Alternative_Route_Name,0.2,,Paynes Ford Road,,
479,01/01/2022,54,33205220000NB,14.68,15.97,Alternative_Route_Name,1.29,,Valley Road,,
480,01/01/2022,54,4170046001900,0.0,0.1,Alternative_Route_Name,0.1,,Spring Street,,
481,01/01/2022,54,3130007000000,26.01,27.03,Alternative_Route_Name,1.02,,Mason Dixon Highway,,
482,01/01/2022,54,0540003010000,1.65,1.94,Alternative_Route_Name,0.29,,Walker Road,,
483,01/01/2022,54,0230045000000,14.39,14.52,Alternative_Route_Name,0.13,,Apple Harvest Drive,,
484,01/01/2022,54,2730002000000,20.07,20.36,Alternative_Route_Name,0.29,,Huntington Rd,,
485,01/01/2022,54,2940220010000,0.11,1.09,Alternative_Route_Name,0.98,,Stoney Run Road,,
486,01/01/2022,54,2040006060000,3.7,5.75,Alternative_Route_Name,2.05,,Pennsylvania Ave.,,
487,01/01/2022,54,2030114000000,0.5,1.44,Alternative_Route_Name,0.94,,Greenbrier St,,
488,01/01/2022,54,2930028000000,12.86,13.545,Alternative_Route_Name,0.685,,Wiley Ford Road,,
489,01/01/2022,54,0240011130000,0.28,0.41,Alternative_Route_Name,0.13,,East Road,,
490,01/01/2022,54,20100790000NB,19.22,20.62,Alternative_Route_Name,1.4,,Jennings Randolph Highway,,
491,01/01/2022,54,4140006090000,0.6,1.37,Alternative_Route_Name,0.77,,Pinewood Dr,,
492,01/01/2022,54,2030817000000,0.97,1.57,Alternative_Route_Name,0.6,,Winfield Rd,,
493,01/01/2022,54,13202190000NB,10.85,11.06,Alternative_Route_Name,0.21,,Seneca Trail,,
494,01/01/2022,54,5073253001900,0.13,0.26,Alternative_Route_Name,0.13,,Sycamore Street,,
495,01/01/2022,54,33205220000NB,6.35,7.81,Alternative_Route_Name,1.46,,Valley Road,,
496,01/01/2022,54,3130705000000,0.0,0.51,Alternative_Route_Name,0.51,,Patteson Drive,,
497,01/01/2022,54,0240011130000,0.41,0.55,Alternative_Route_Name,0.14,,East Road,,
498,01/01/2022,54,5475763001900,0.0,0.9,Alternative_Route_Name,0.9,,Broad Street,,
499,01/01/2022,54,0673285001900,0.0,0.32,Alternative_Route_Name,0.32,,Enslow Blvd,,
500,01/01/2022,54,54100770000NB,178.0,180.18,Alternative_Route_Name,2.18,,Turnpike,,
501,01/01/2022,54,4640044080000,0.0,0.33,Alternative_Route_Name,0.33,,Front Street,,
502,01/01/2022,54,3578259001900,0.33,0.49,Alternative_Route_Name,0.16,,Kruger Street,,
503,01/01/2022,54,2040009030000,0.97,2.86,Alternative_Route_Name,1.89,,Hudson Valley Rd,,
504,01/01/2022,54,17100790000NB,107.94,109.77,Alternative_Route_Name,1.83,,Lost Creek,,
505,01/01/2022,54,3140060020000,0.0,0.26,Alternative_Route_Name,0.26,,Saint Claire Hill Road,,
506,01/01/2022,54,2930028000000,11.93,12.86,Alternative_Route_Name,0.93,,Short Gap Road,,
507,01/01/2022,54,0240036010000,1.6,1.98,Alternative_Route_Name,0.38,,Needy Road,,
508,01/01/2022,54,31201190000NB,11.9,12.06,Alternative_Route_Name,0.16,,Don Knotts Boulevard,,
509,01/01/2022,54,3140019080000,0.0,0.23,Alternative_Route_Name,0.23,,Holland Lane,,
510,01/01/2022,54,2030622000000,1.96,2.13,Alternative_Route_Name,0.17,,Goff Mountain Rd,,
511,01/01/2022,54,5475769001900,0.0,0.34,Alternative_Route_Name,0.34,,19th Street,,
512,01/01/2022,54,5475762001900,1.16,1.47,Alternative_Route_Name,0.31,,Cadillac Drive,,
513,01/01/2022,54,3174772001900,0.1,0.27,Alternative_Route_Name,0.17,,Sanford Street,,
514,01/01/2022,54,13100640000EB,176.16,178.43,Alternative_Route_Name,2.27,,Eisenhower Interstate,,
515,01/01/2022,54,1740020750000,0.46,0.93,Alternative_Route_Name,0.47,,East Pike Street,,
516,01/01/2022,54,31100680004NB,0.0,0.84,Alternative_Route_Name,0.84,,Exit 1,,
517,01/01/2022,54,2040046010000,0.0,0.43,Alternative_Route_Name,0.43,,Bakers Fork Rd,,
518,01/01/2022,54,41200190023EB,0.033,0.034,Alternative_Route_Name,0.001,,Joel Smith Dr,,
519,01/01/2022,54,41100770016NB,30.12,52.58,Alternative_Route_Name,22.46,,Ghent Toll Plaza A to Fayette County Line,,
520,01/01/2022,54,52300070006EB,0.0,0.1,Alternative_Route_Name,0.1,,WV 7 on ramp,,
521,01/01/2022,54,34200190000NB,31.65,31.85,Alternative_Route_Name,0.2,,Mountaineer Expressway,,
522,01/01/2022,54,4140018000000,2.99,3.0,Alternative_Route_Name,0.01,,Cleveland School Road,,
523,01/01/2022,54,1040061100000,0.08,0.45,Alternative_Route_Name,0.37,,Sunnyside Drive,,
524,01/01/2022,54,0630527000100,0.19,0.39,Alternative_Route_Name,0.2,,6th Ave,,
525,01/01/2022,54,2840016100000,0.0,0.66,Alternative_Route_Name,0.66,,Boling Street_Cove Street,,
526,01/01/2022,54,1740707000000,0.57,0.907,Alternative_Route_Name,0.337,,Branch Lick Run,,
527,01/01/2022,54,2040012010000,0.0,0.6,Alternative_Route_Name,0.6,,Hudson Valley Rd.,,
528,01/01/2022,54,0540027040000,0.44,0.84,Alternative_Route_Name,0.4,,Genteel Road,,
529,01/01/2022,54,5440050380000,0.0,2.13,Alternative_Route_Name,2.13,,Red Hill Road,,
530,01/01/2022,54,38202190000NB,7.77,9.82,Alternative_Route_Name,2.05,,Main Street,,
531,01/01/2022,54,1040008000000,3.28,6.25,Alternative_Route_Name,2.97,,Laurel Creek Road,,
532,01/01/2022,54,0630002001300,0.0,0.17,Alternative_Route_Name,0.17,,5th Avenue,,
533,01/01/2022,54,3330009000000,31.29,33.3,Alternative_Route_Name,2.01,,Martinsburg Road,,
534,01/01/2022,54,0640060760000,0.0,0.16,Alternative_Route_Name,0.16,,24th St,,
535,01/01/2022,54,5430095000000,3.77,3.99,Alternative_Route_Name,0.22,,Camden Avenue,,
