Year_Record,State_Code,Data_Item,Section_Length,Value_Numeric,Value_Text,Value_Date,Comments,OwnershipVn,ValidationDescription,RouteID,BMP,EMP
01/01/2022,54,Ownership,2.04,1,,,,,,5440046070000,0,2.04
01/01/2022,54,Ownership,0.003,1,,,,,,5040008020000,0,0.003
01/01/2022,54,Ownership,1.247,1,,,,,,5040008020000,0.003,1.25
01/01/2022,54,Ownership,0.13,1,,,,,,5040008020000,1.25,1.38
01/01/2022,54,Ownership,2.74,1,,,,,,0140002040000,0,2.74
01/01/2022,54,Ownership,0.863,1,,,,,,2040047020000,0,0.863
01/01/2022,54,Ownership,0.207,1,,,,,,2040047020000,0.863,1.07
01/01/2022,54,Ownership,0.06,1,,,,,,1030039000000,5.46,5.52
01/01/2022,54,Ownership,0.19,1,,,,,,2340119440000,0,0.19
01/01/2022,54,Ownership,0.78,1,,,,,,4840056040000,0,0.78
01/01/2022,54,Ownership,1.31,1,,,,,,4840056040000,0.78,2.09
01/01/2022,54,Ownership,0.06,1,,,,,,2340701590000,0,0.06
01/01/2022,54,Ownership,0.11,1,,,,,,1740034020000,0,0.11
01/01/2022,54,Ownership,0.02,1,,,,,,1740034020000,0.11,0.13
01/01/2022,54,Ownership,0.14,1,,,,,,4140028060000,0,0.14
01/01/2022,54,Ownership,2.001,1,,,,,,3540004000000,0.19,2.191
01/01/2022,54,Ownership,0.819,1,,,,,,3540004000000,2.191,3.01
01/01/2022,54,Ownership,0.29,1,,,,,,3540004000000,3.01,3.3
01/01/2022,54,Ownership,0.96,1,,,,,,3540004000000,3.3,4.26
01/01/2022,54,Ownership,0.18,1,,,,,,2840020290000,0,0.18
01/01/2022,54,Ownership,0.13,1,,,,,,4140041280000,0,0.13
01/01/2022,54,Ownership,0.09,1,,,,,,0280902080000,0,0.09
01/01/2022,54,Ownership,1.85,1,,,,,,5440009080000,0,1.85
01/01/2022,54,Ownership,0.49,4,,,,,,2071119001900,0,0.49
01/01/2022,54,Ownership,4.99,1,,,,,,2740031000000,0,4.99
01/01/2022,54,Ownership,0.3,1,,,,,,2740031000000,4.99,5.29
01/01/2022,54,Ownership,0.83,1,,,,,,2740031000000,5.29,6.12
01/01/2022,54,Ownership,1.01,1,,,,,,2740031000000,6.12,7.13
01/01/2022,54,Ownership,0.12,1,,,,,,2740031000000,7.13,7.25
01/01/2022,54,Ownership,3.02,1,,,,,,2740031000000,7.25,10.27
01/01/2022,54,Ownership,0.23,1,,,,,,4480914000000,0,0.23
01/01/2022,54,Ownership,0.2,1,,,,,,0340085380000,0,0.2
01/01/2022,54,Ownership,2.32,1,,,,,,4740029000000,0,2.32
01/01/2022,54,Ownership,0.17,1,,,,,,0540005010000,0,0.17
01/01/2022,54,Ownership,0.15,1,,,,,,3040052560000,0,0.15
01/01/2022,54,Ownership,0.13,1,,,,,,2640035110000,0,0.13
01/01/2022,54,Ownership,0.3,1,,,,,,1040016510000,0,0.3
01/01/2022,54,Ownership,2.68,1,,,,,,0940011040000,0,2.68
01/01/2022,54,Ownership,0.71,1,,,,,,0940011040000,2.68,3.39
01/01/2022,54,Ownership,0.29,1,,,,,,0380948000000,0,0.29
01/01/2022,54,Ownership,1.39,1,,,,,,4840002030000,0,1.39
01/01/2022,54,Ownership,0.2,1,,,,,,4840002030000,1.39,1.59
01/01/2022,54,Ownership,0.26,1,,,,,,3840039110000,0,0.26
01/01/2022,54,Ownership,0.42,1,,,,,,3580905000000,0,0.42
01/01/2022,54,Ownership,0.07,1,,,,,,1740050520000,0,0.07
01/01/2022,54,Ownership,0.09,1,,,,,,4540001030000,0,0.09
01/01/2022,54,Ownership,0.1,1,,,,,,2240003530000,0,0.1
01/01/2022,54,Ownership,0.33,1,,,,,,0640017220000,0,0.33
01/01/2022,54,Ownership,0.01,1,,,,,,2480902070000,0,0.01
01/01/2022,54,Ownership,1.47,1,,,,,,4340019100000,0,1.47
01/01/2022,54,Ownership,2.16,1,,,,,,4340019100000,1.47,3.63
01/01/2022,54,Ownership,0.25,1,,,,,,5180901000000,0,0.25
01/01/2022,54,Ownership,0.1,1,,,,,,5240040020000,0,0.1
01/01/2022,54,Ownership,0.8,1,,,,,,5240040020000,0.1,0.9
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5240040020000,0.9,2.41
01/01/2022,54,Ownership,0.55,1,,,,,,5240040020000,2.41,2.96
01/01/2022,54,Ownership,0.17,1,,,,,,0840018020000,0,0.17
01/01/2022,54,Ownership,0.13,1,,,,,,0840018020000,0.17,0.3
01/01/2022,54,Ownership,0.75,1,,,,,,4340018020000,0,0.75
01/01/2022,54,Ownership,0.62,1,,,,,,4340018020000,0.75,1.37
01/01/2022,54,Ownership,1.02,1,,,,,,4340018020000,1.37,2.39
01/01/2022,54,Ownership,3.82,1,,,,,,3240023040000,0,3.82
01/01/2022,54,Ownership,0.14,1,,,,,,3240023040000,3.82,3.96
01/01/2022,54,Ownership,0.91,1,,,,,,3240023040000,3.96,4.87
01/01/2022,54,Ownership,0.71,1,,,,,,3240023040000,4.87,5.58
01/01/2022,54,Ownership,0.56,1,,,,,,3240023040000,5.58,6.14
01/01/2022,54,Ownership,0.7,1,,,,,,3240023040000,6.14,6.84
01/01/2022,54,Ownership,2.17,1,,,,,,3240023040000,6.84,9.01
01/01/2022,54,Ownership,1.01,1,,,,,,1040041120000,0,1.01
01/01/2022,54,Ownership,0.85,1,,,,,,1040041120000,1.01,1.86
01/01/2022,54,Ownership,0.51,1,,,,,,1040041120000,1.86,2.37
01/01/2022,54,Ownership,2.91,1,,,,,,1040041120000,2.37,5.28
01/01/2022,54,Ownership,1.24,1,,,,,,1040041120000,5.28,6.52
01/01/2022,54,Ownership,1.0,1,,,,,,1040041120000,6.52,7.52
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1040041120000,7.52,7.528
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1040041120000,7.528,7.63
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1040041120000,7.63,7.69
01/01/2022,54,Ownership,2.94,1,,,,,,0840050000000,0,2.94
01/01/2022,54,Ownership,0.24,1,,,,,,4140016900000,0,0.24
01/01/2022,54,Ownership,0.79,1,,,,,,35104700000EB,0,0.79
01/01/2022,54,Ownership,0.21,1,,,,,,35104700000EB,0.79,1
01/01/2022,54,Ownership,1.1,1,,,,,,35104700000EB,1,2.1
01/01/2022,54,Ownership,0.1,1,,,,,,35104700000EB,2.1,2.2
01/01/2022,54,Ownership,1.2,1,,,,,,35104700000EB,2.2,3.4
01/01/2022,54,Ownership,0.22,1,,,,,,35104700000EB,3.4,3.62
01/01/2022,54,Ownership,0.32,1,,,,,,35104700000EB,3.62,3.94
01/01/2022,54,Ownership,0.01,1,,,,,,5330005000000,0,0.01
01/01/2022,54,Ownership,3.47,1,,,,,,5330005000000,0.01,3.48
01/01/2022,54,Ownership,1.37,1,,,,,,5330005000000,3.48,4.85
01/01/2022,54,Ownership,8.2,1,,,,,,5330005000000,4.85,13.05
01/01/2022,54,Ownership,0.08,1,,,,,,5330005000000,13.05,13.13
01/01/2022,54,Ownership,0.78,1,,,,,,5330005000000,13.13,13.91
01/01/2022,54,Ownership,0.201,1,,,,,,2740015160000,0,0.201
01/01/2022,54,Ownership,0.289,1,,,,,,2740015160000,0.201,0.49
01/01/2022,54,Ownership,0.23,1,,,,,,5540010060000,0,0.23
01/01/2022,54,Ownership,0.1,1,,,,,,0440019500000,0,0.1
01/01/2022,54,Ownership,0.14,1,,,,,,0440019500000,0.1,0.24
01/01/2022,54,Ownership,0.09,1,,,,,,0180901000000,0,0.09
01/01/2022,54,Ownership,1.03,1,,,,,,4540003090000,0,1.03
01/01/2022,54,Ownership,0.96,1,,,,,,4540003090000,1.03,1.99
01/01/2022,54,Ownership,0.47,1,,,,,,1680919000000,0,0.47
01/01/2022,54,Ownership,0.95,1,,,,,,5540016240000,0,0.95
01/01/2022,54,Ownership,0.65,1,,,,,,5540016240000,0.95,1.6
01/01/2022,54,Ownership,0.2,1,,,,,,5540016240000,1.6,1.8
01/01/2022,54,Ownership,0.09,1,,,,,,3980986000000,0,0.09
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3740003030000,0,1.03
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3740003030000,1.03,1.54
01/01/2022,54,Ownership,0.39,1,,,,,,3740003030000,1.54,1.93
01/01/2022,54,Ownership,2.84,1,,,,,,5240078000000,0,2.84
01/01/2022,54,Ownership,0.58,1,,,,,,5240078000000,2.84,3.42
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5240078000000,3.42,4.01
01/01/2022,54,Ownership,3.7,1,,,,,,5140009010000,0,3.7
01/01/2022,54,Ownership,0.28,1,,,,,,4140012150000,0,0.28
01/01/2022,54,Ownership,0.05,1,,,,,,2840052420000,0,0.05
01/01/2022,54,Ownership,0.37,1,,,,,,0240081030000,0,0.37
01/01/2022,54,Ownership,1.32,1,,,,,,0240081030000,0.37,1.69
01/01/2022,54,Ownership,0.06,1,,,,,,2840020450000,0,0.06
01/01/2022,54,Ownership,1.62,1,,,,,,1340020010000,0,1.62
01/01/2022,54,Ownership,3.41,1,,,,,,1340020010000,1.62,5.03
01/01/2022,54,Ownership,0.05,1,,,,,,2040079280000,0,0.05
01/01/2022,54,Ownership,0.59,1,,,,,,2440083400000,0,0.59
01/01/2022,54,Ownership,3.49,1,,,,,,1040038000000,0,3.49
01/01/2022,54,Ownership,0.7,1,,,,,,1040038000000,3.49,4.19
01/01/2022,54,Ownership,0.2,1,,,,,,2040021420000,0,0.2
01/01/2022,54,Ownership,9.39,1,,,,,,4530012000000,0,9.39
01/01/2022,54,Ownership,0.44,1,,,,,,2880902970000,0,0.44
01/01/2022,54,Ownership,0.92,1,,,,,,1840002170000,0,0.92
01/01/2022,54,Ownership,0.05,1,,,,,,0940036090000,0,0.05
01/01/2022,54,Ownership,0.09,1,,,,,,4140003750000,0,0.09
01/01/2022,54,Ownership,1.21,1,,,,,,2540025080000,0,1.21
01/01/2022,54,Ownership,0.73,1,,,,,,2540025080000,1.21,1.94
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1740008040000,0,0.65
01/01/2022,54,Ownership,0.28,1,,,,,,1740008040000,0.65,0.93
01/01/2022,54,Ownership,0.23,1,,,,,,1740008040000,0.93,1.16
01/01/2022,54,Ownership,0.09,1,,,,,,2940015060000,0,0.09
01/01/2022,54,Ownership,0.25,1,,,,,,19301150000SB,7.641,7.891
01/01/2022,54,Ownership,0.12,1,,,,,,1040085160000,0,0.12
01/01/2022,54,Ownership,0.12,1,,,,,,1040085160000,0.17,0.29
01/01/2022,54,Ownership,0.56,1,,,,,,3940050220000,0,0.56
01/01/2022,54,Ownership,0.3,1,,,,,,4140003430000,0,0.3
01/01/2022,54,Ownership,0.82,1,,,,,,1040003040000,0,0.82
01/01/2022,54,Ownership,0.8,1,,,,,,3640003090000,0,0.8
01/01/2022,54,Ownership,11.73,1,,,,,,5040019000000,0,11.73
01/01/2022,54,Ownership,0.11,1,,,,,,1580932000000,0,0.11
01/01/2022,54,Ownership,1.27,1,,,,,,4640016000000,0,1.27
01/01/2022,54,Ownership,0.958,1,,,,,,4640016000000,1.27,2.228
01/01/2022,54,Ownership,0.002,1,,,,,,4640016000000,2.228,2.23
01/01/2022,54,Ownership,0.1,1,,,,,,2080901780000,0,0.1
01/01/2022,54,Ownership,0.08,1,,,,,,4340011100000,0,0.08
01/01/2022,54,Ownership,2.17,1,,,,,,3940003080000,0,2.17
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940003080000,2.17,2.225
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940003080000,2.225,3.02
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940003080000,3.02,4.07
01/01/2022,54,Ownership,0.07,1,,,,,,0640031390000,0,0.07
01/01/2022,54,Ownership,0.4,1,,,,,,4940020240000,0,0.4
01/01/2022,54,Ownership,1.48,1,,,,,,0240009220000,0,1.48
01/01/2022,54,Ownership,2.91,1,,,,,,2240003010000,0,2.91
01/01/2022,54,Ownership,0.09,1,,,,,,2240003010000,2.91,3
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,2240003010000,3,3.24
01/01/2022,54,Ownership,0.28,1,,,,,,2480901410000,0,0.28
01/01/2022,54,Ownership,0.15,1,,,,,,1880927000000,0,0.15
01/01/2022,54,Ownership,0.05,1,,,,,,2340005240000,0,0.05
01/01/2022,54,Ownership,0.23,1,,,,,,0440003060000,0,0.23
01/01/2022,54,Ownership,0.03,1,,,,,,0440003060000,0.23,0.26
01/01/2022,54,Ownership,1.14,1,,,,,,5040152260000,0,1.14
01/01/2022,54,Ownership,0.1,4,,,,,,3578284001900,0,0.1
01/01/2022,54,Ownership,0.34,1,,,,,,05300020005SB,0,0.34
01/01/2022,54,Ownership,0.88,1,,,,,,05300020005SB,0.54,1.42
01/01/2022,54,Ownership,1.27,1,,,,,,5340010070000,0,1.27
01/01/2022,54,Ownership,0.035,1,,,,,,2880902700000,0,0.035
01/01/2022,54,Ownership,1.64,1,,,,,,0340003300000,0,1.64
01/01/2022,54,Ownership,0.47,1,,,,,,2440052410000,0,0.47
01/01/2022,54,Ownership,0.79,1,,,,,,0440015030000,0,0.79
01/01/2022,54,Ownership,0.15,1,,,,,,0440015030000,0.79,0.94
01/01/2022,54,Ownership,0.49,1,,,,,,3140019020000,0,0.49
01/01/2022,54,Ownership,0.69,1,,,,,,3140019020000,0.49,1.18
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940033040000,0,0.43
01/01/2022,54,Ownership,1.25,1,,,,,,3940033040000,0.43,1.68
01/01/2022,54,Ownership,0.2,1,,,,,,2140003010000,0,0.2
01/01/2022,54,Ownership,3.0,1,,,,,,1840034130000,0,3
01/01/2022,54,Ownership,0.41,1,,,,,,0280902260000,0,0.41
01/01/2022,54,Ownership,0.7,1,,,,,,0640051000000,0,0.7
01/01/2022,54,Ownership,0.43,1,,,,,,0640051000000,0.7,1.13
01/01/2022,54,Ownership,0.12,1,,,,,,0240026090000,0,0.12
01/01/2022,54,Ownership,0.1,1,,,,,,4140001330000,0,0.1
01/01/2022,54,Ownership,0.27,1,,,,,,3980969000000,0,0.27
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,12200480018EB0006B,0,0.062
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,12200480018EB0006B,0.062,0.252
01/01/2022,54,Ownership,0.2,1,,,,,,0680931000000,0,0.2
01/01/2022,54,Ownership,0.2,1,,,,,,0240027030000,0,0.2
01/01/2022,54,Ownership,0.23,1,,,,,,1980979000000,0,0.23
01/01/2022,54,Ownership,0.53,1,,,,,,0740012050000,0,0.53
01/01/2022,54,Ownership,0.32,1,,,,,,0740012050000,0.53,0.85
01/01/2022,54,Ownership,0.29,1,,,,,,0280972000000,0,0.29
01/01/2022,54,Ownership,0.03,1,,,,,,2340700420000,0,0.03
01/01/2022,54,Ownership,3.23,1,,,,,,1440008020000,0,3.23
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1440008020000,3.23,3.495
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1440008020000,3.495,3.77
01/01/2022,54,Ownership,0.05,1,,,,,,1440008020000,3.77,3.82
01/01/2022,54,Ownership,0.83,11,,,,,,4760806000000,0,0.83
01/01/2022,54,Ownership,0.562,1,,,,,,4140044010000,0,0.562
01/01/2022,54,Ownership,4.078,1,,,,,,4140044010000,0.562,4.64
01/01/2022,54,Ownership,0.38,1,,,,,,1840032000000,0,0.38
01/01/2022,54,Ownership,0.96,1,,,,,,1840032000000,0.38,1.34
01/01/2022,54,Ownership,6.51,1,,,,,,1840032000000,1.85,8.36
01/01/2022,54,Ownership,0.16,1,,,,,,1840032000000,8.36,8.52
01/01/2022,54,Ownership,0.09,1,,,,,,1840032000000,8.52,8.61
01/01/2022,54,Ownership,0.23,1,,,,,,5040052970000,0,0.23
01/01/2022,54,Ownership,0.28,1,,,,,,0440019680000,0,0.28
01/01/2022,54,Ownership,0.01,1,,,,,,2340009090000,0,0.01
01/01/2022,54,Ownership,1.09,1,,,,,,3540065000000,0,1.09
01/01/2022,54,Ownership,0.3,1,,,,,,2340009040000,0,0.3
01/01/2022,54,Ownership,1.26,1,,,,,,5440003120000,0,1.26
01/01/2022,54,Ownership,1.27,1,,,,,,5440003120000,1.26,2.53
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5440003120000,2.62,3.28
01/01/2022,54,Ownership,1.35,1,,,,,,5440003120000,3.28,4.63
01/01/2022,54,Ownership,0.1,1,,,,,,5440003120000,4.63,4.73
01/01/2022,54,Ownership,0.51,1,,,,,,1940025030000,0,0.51
01/01/2022,54,Ownership,0.78,1,,,,,,1940025030000,0.51,1.29
01/01/2022,54,Ownership,0.51,1,,,,,,1040060570000,0,0.51
01/01/2022,54,Ownership,9.021,1,,,,,,4140029000000,0,9.021
01/01/2022,54,Ownership,0.979,1,,,,,,4140029000000,9.021,10
01/01/2022,54,Ownership,0.93,1,,,,,,3940078020000,0,0.93
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940078020000,0.93,1.74
01/01/2022,54,Ownership,3.02,1,,,,,,0140030000000,0,3.02
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,0140030000000,3.02,3.83
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,0140030000000,3.83,3.96
01/01/2022,54,Ownership,1.05,1,,,,,,0140030000000,3.96,5.01
01/01/2022,54,Ownership,0.67,1,,,,,,0140030000000,5.01,5.68
01/01/2022,54,Ownership,0.46,1,,,,,,0140030000000,5.68,6.14
01/01/2022,54,Ownership,2.37,1,,,,,,0140030000000,6.14,8.51
01/01/2022,54,Ownership,2.51,1,,,,,,0140030000000,8.51,11.02
01/01/2022,54,Ownership,0.04,1,,,,,,2380936000000,0,0.04
01/01/2022,54,Ownership,0.2,1,,,,,,4440013270000,0,0.2
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,4440013270000,0.2,2.11
01/01/2022,54,Ownership,0.05,1,,,,,,0380987000000,0,0.05
01/01/2022,54,Ownership,0.96,1,,,,,,3740030030000,0,0.96
01/01/2022,54,Ownership,0.32,1,,,,,,3740030030000,0.96,1.28
01/01/2022,54,Ownership,0.005,1,,,,,,1040009030000,0,0.005
01/01/2022,54,Ownership,0.675,1,,,,,,1040009030000,0.005,0.68
01/01/2022,54,Ownership,0.05,1,,,,,,1040009030000,0.68,0.73
01/01/2022,54,Ownership,0.03,1,,,,,,2340005230000,0,0.03
01/01/2022,54,Ownership,0.94,1,,,,,,0340079030000,0,0.94
01/01/2022,54,Ownership,0.17,1,,,,,,2040219180000,0,0.17
01/01/2022,54,Ownership,0.37,4,,,,,,1571501001900,0,0.37
01/01/2022,54,Ownership,0.18,1,,,,,,1040019830000,0,0.18
01/01/2022,54,Ownership,2.91,1,,,,,,1740023040000,0,2.91
01/01/2022,54,Ownership,0.57,1,,,,,,5080937000000,0,0.57
01/01/2022,54,Ownership,0.19,1,,,,,,3180901630000,0,0.19
01/01/2022,54,Ownership,0.9,1,,,,,,3140079030000,0,0.9
01/01/2022,54,Ownership,0.17,1,,,,,,0640064400000,0,0.17
01/01/2022,54,Ownership,0.08,1,,,,,,2340702270000,0,0.08
01/01/2022,54,Ownership,0.19,1,,,,,,2040060380000,0,0.19
01/01/2022,54,Ownership,0.21,1,,,,,,1980901230000,0,0.21
01/01/2022,54,Ownership,0.19,1,,,,,,1840068010000,0,0.19
01/01/2022,54,Ownership,1.02,1,,,,,,2040057060000,0,1.02
01/01/2022,54,Ownership,2.38,1,,,,,,3940070000000,0,2.38
01/01/2022,54,Ownership,0.13,1,,,,,,3940070000000,2.38,2.51
01/01/2022,54,Ownership,0.03,1,,,,,,3940070000000,2.51,2.54
01/01/2022,54,Ownership,1.7,1,,,,,,1840033010000,0.2,1.9
01/01/2022,54,Ownership,1.99,1,,,,,,1840033010000,1.9,3.89
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,1840033010000,3.89,4.11
01/01/2022,54,Ownership,0.66,1,,,,,,1840033010000,4.11,4.77
01/01/2022,54,Ownership,0.97,1,,,,,,0440038040000,0,0.97
01/01/2022,54,Ownership,0.48,1,,,,,,1980993000000,0,0.48
01/01/2022,54,Ownership,0.25,1,,,,,,0240019070000,0,0.25
01/01/2022,54,Ownership,0.11,1,,,,,,2340701740000,0,0.11
01/01/2022,54,Ownership,0.17,1,,,,,,2940028190000,0,0.17
01/01/2022,54,Ownership,0.08,1,,,,,,0640031370000,0,0.08
01/01/2022,54,Ownership,0.564,1,,,,,,1740020150000,0,0.564
01/01/2022,54,Ownership,0.246,1,,,,,,1740020150000,0.564,0.81
01/01/2022,54,Ownership,0.49,1,,,,,,1740020150000,0.81,1.3
01/01/2022,54,Ownership,0.13,1,,,,,,1740020150000,1.3,1.43
01/01/2022,54,Ownership,0.09,1,,,,,,3840219550000,0,0.09
01/01/2022,54,Ownership,0.1,1,,,,,,5240064050000,0,0.1
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5240064050000,0.1,0.99
01/01/2022,54,Ownership,2.0,1,,,,,,3140073160000,0,2
01/01/2022,54,Ownership,1.33,1,,,,,,2030601000000,0,1.33
01/01/2022,54,Ownership,0.02,1,,,,,,2030601000000,1.33,1.35
01/01/2022,54,Ownership,0.34,1,,,,,,2030601000000,1.35,1.69
01/01/2022,54,Ownership,0.11,1,,,,,,2030601000000,1.69,1.8
01/01/2022,54,Ownership,0.11,1,,,,,,3380928000000,0,0.11
01/01/2022,54,Ownership,1.12,1,,,,,,4640054020000,0,1.12
01/01/2022,54,Ownership,0.12,1,,,,,,2480902620000,0,0.12
01/01/2022,54,Ownership,3.93,1,,,,,,1240028060000,0,3.93
01/01/2022,54,Ownership,0.09,1,,,,,,1240028060000,3.93,4.02
01/01/2022,54,Ownership,9.2,1,,,,,,2440009000000,0,9.2
01/01/2022,54,Ownership,1.7,1,,,,,,4140015080000,0,1.7
01/01/2022,54,Ownership,0.15,1,,,,,,2040005350000,0,0.15
01/01/2022,54,Ownership,2.32,1,,,,,,0140034000000,0,2.32
01/01/2022,54,Ownership,0.58,1,,,,,,3180965000000,0,0.58
01/01/2022,54,Ownership,0.13,1,,,,,,2040501040000,0,0.13
01/01/2022,54,Ownership,0.42,1,,,,,,3440012010000,0,0.42
01/01/2022,54,Ownership,0.44,1,,,,,,3440012010000,0.42,0.86
01/01/2022,54,Ownership,0.74,1,,,,,,0140017050000,0,0.74
01/01/2022,54,Ownership,0.25,1,,,,,,3380908000000,0,0.25
01/01/2022,54,Ownership,0.05,1,,,,,,0280903040000,0,0.05
01/01/2022,54,Ownership,0.15,1,,,,,,1940013070000,0,0.15
01/01/2022,54,Ownership,0.71,1,,,,,,2240010110000,0,0.71
01/01/2022,54,Ownership,0.7,1,,,,,,0940062030000,0,0.7
01/01/2022,54,Ownership,0.1,1,,,,,,3040049060000,0,0.1
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3040049060000,0.1,0.12
01/01/2022,54,Ownership,5.06,1,,,,,,1440029010000,0,5.06
01/01/2022,54,Ownership,0.35,1,,,,,,5240020020000,0,0.35
01/01/2022,54,Ownership,1.99,1,,,,,,5240020020000,0.35,2.34
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,5240020020000,2.34,2.41
01/01/2022,54,Ownership,0.25,1,,,,,,5540010480000,0,0.25
01/01/2022,54,Ownership,0.15,1,,,,,,5540010480000,0.25,0.4
01/01/2022,54,Ownership,2.62,1,,,,,,5440015000000,0,2.62
01/01/2022,54,Ownership,0.39,1,,,,,,1340219290000,0,0.39
01/01/2022,54,Ownership,0.77,1,,,,,,3840001070000,0,0.77
01/01/2022,54,Ownership,0.15,1,,,,,,3940092100000,0,0.15
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,3940092100000,0.15,1.73
01/01/2022,54,Ownership,0.27,1,,,,,,3940092100000,1.73,2
01/01/2022,54,Ownership,0.17,1,,,,,,2040061430000,0,0.17
01/01/2022,54,Ownership,0.05,1,,,,,,4340050450000,0,0.05
01/01/2022,54,Ownership,0.04,1,,,,,,4340050450000,0.05,0.09
01/01/2022,54,Ownership,2.66,1,,,,,,4140001070000,0,2.66
01/01/2022,54,Ownership,0.32,1,,,,,,4140001070000,2.66,2.98
01/01/2022,54,Ownership,0.17,1,,,,,,3440019700000,0,0.17
01/01/2022,54,Ownership,0.266,1,,,,,,2440052620000,0,0.266
01/01/2022,54,Ownership,0.52,1,,,,,,1440012020000,0,0.52
01/01/2022,54,Ownership,1.5,1,,,,,,1440012020000,0.52,2.02
01/01/2022,54,Ownership,0.091,1,,,,,,20402141500SB,0,0.091
01/01/2022,54,Ownership,0.32,1,,,,,,2540073290000,0,0.32
01/01/2022,54,Ownership,0.12,1,,,,,,2280945000000,0,0.12
01/01/2022,54,Ownership,1.34,1,,,,,,2840044330000,0,1.34
01/01/2022,54,Ownership,0.21,1,,,,,,2340119730000,0,0.21
01/01/2022,54,Ownership,0.1,1,,,,,,2340119730000,0.21,0.31
01/01/2022,54,Ownership,0.07,1,,,,,,2340119730000,0.31,0.38
01/01/2022,54,Ownership,0.11,1,,,,,,2340119730000,0.38,0.49
,,,,,,,,,F_SYSTEM ValueNumeric must not be NULL AND For every F_SYSTEM record; there should be a corresponding route on ARNOLD,4740001040000,0,1.3
01/01/2022,54,Ownership,0.24,1,,,,,,5480935000000,0,0.24
01/01/2022,54,Ownership,0.24,1,,,,,,4280904000000,0,0.24
01/01/2022,54,Ownership,0.47,1,,,,,,4140004030000,0,0.47
01/01/2022,54,Ownership,7.22,1,,,,,,21100790000NB,83.55,90.77
01/01/2022,54,Ownership,0.15,1,,,,,,21100790000NB,90.77,90.92
01/01/2022,54,Ownership,4.81,1,,,,,,21100790000NB,90.92,95.73
01/01/2022,54,Ownership,0.09,1,,,,,,21100790000NB,95.73,95.82
01/01/2022,54,Ownership,2.467,1,,,,,,21100790000NB,95.82,98.287
01/01/2022,54,Ownership,0.638,1,,,,,,21100790000NB,98.287,98.925
