,Year_Record,State_Code,ROUTEID,BMP,EMP,Data_Item,Section_Length,Value_Numeric,Value_Text,Value_Date,Comments
4338,01/01/2022,54,0640064750000,0.0,0.04,F_System,0.04,7,,,
4339,01/01/2022,54,0640064760000,0.0,0.2,F_System,0.2,7,,,
4340,01/01/2022,54,0640064770000,0.0,0.2,F_System,0.2,7,,,
4341,01/01/2022,54,0640064770000,0.2,0.32,F_System,0.12,7,,,
4342,01/01/2022,54,0640064780000,0.0,0.14,F_System,0.14,7,,,
4343,01/01/2022,54,0640064790000,0.0,0.07,F_System,0.07,7,,,
4344,01/01/2022,54,0640064800000,0.0,0.17,F_System,0.17,7,,,
4345,01/01/2022,54,0640064810000,0.0,0.05,F_System,0.05,7,,,
4346,01/01/2022,54,0640064820000,0.0,0.22,F_System,0.22,7,,,
4347,01/01/2022,54,0640064830000,0.0,0.18,F_System,0.18,7,,,
4348,01/01/2022,54,0640064840000,0.0,0.15,F_System,0.15,7,,,
4349,01/01/2022,54,0640064850000,0.0,0.35,F_System,0.35,7,,,
4350,01/01/2022,54,0640064860000,0.0,0.3,F_System,0.3,7,,,
4351,01/01/2022,54,0640064870000,0.0,0.2,F_System,0.2,7,,,
4352,01/01/2022,54,0640064900000,0.0,0.25,F_System,0.25,7,,,
4353,01/01/2022,54,0640064910000,0.0,0.2,F_System,0.2,7,,,
4354,01/01/2022,54,0640064920000,0.0,0.05,F_System,0.05,7,,,
4355,01/01/2022,54,0640064930000,0.0,0.23,F_System,0.23,7,,,
4356,01/01/2022,54,0640064940000,0.0,0.12,F_System,0.12,7,,,
4357,01/01/2022,54,0640064950000,0.0,0.004,F_System,0.004,7,,,
4358,01/01/2022,54,0640064950000,0.004,0.13,F_System,0.126,7,,,
4359,01/01/2022,54,0640064960000,0.0,0.1,F_System,0.1,7,,,
4360,01/01/2022,54,0640064970000,0.0,0.18,F_System,0.18,7,,,
4361,01/01/2022,54,0640064980000,0.0,0.06,F_System,0.06,7,,,
4362,01/01/2022,54,0640064990000,0.0,0.06,F_System,0.06,7,,,
4363,01/01/2022,54,0640066000000,0.0,2.02,F_System,2.02,6,,,
4364,01/01/2022,54,0640066000000,2.02,4.11,F_System,2.09,6,,,
4365,01/01/2022,54,0640066010000,0.0,0.82,F_System,0.82,7,,,
4366,01/01/2022,54,0640066020000,0.0,0.17,F_System,0.17,7,,,
4367,01/01/2022,54,0640068000000,0.0,1.43,F_System,1.43,7,,,
4368,01/01/2022,54,0640068000000,1.43,1.49,F_System,0.06,7,,,
4369,01/01/2022,54,0640068010000,0.0,0.56,F_System,0.56,7,,,
4370,01/01/2022,54,0640069000000,0.0,2.6,F_System,2.6,7,,,
4371,01/01/2022,54,0640069000000,2.6,5.14,F_System,2.54,7,,,
4372,01/01/2022,54,0640069000000,5.14,6.5,F_System,1.36,7,,,
4373,01/01/2022,54,0640101010000,0.0,0.69,F_System,0.69,4,,,
4374,01/01/2022,54,0640101010000,0.69,1.21,F_System,0.52,7,,,
4375,01/01/2022,54,0640101010000,1.21,2.56,F_System,1.35,4,,,
4376,01/01/2022,54,0640101010000,2.85,3.14,F_System,0.29,7,,,
4377,01/01/2022,54,0640101010000,3.14,3.25,F_System,0.11,4,,,
4378,01/01/2022,54,0640101010000,3.25,3.56,F_System,0.31,7,,,
4379,01/01/2022,54,0640152010000,0.0,0.44,F_System,0.44,7,,,
4380,01/01/2022,54,0640152020000,0.0,0.2,F_System,0.2,7,,,
4381,01/01/2022,54,0640160010000,0.0,0.17,F_System,0.17,7,,,
4382,01/01/2022,54,0640160020000,0.0,0.27,F_System,0.27,7,,,
4383,01/01/2022,54,0640160040000,0.04,0.185,F_System,0.145,7,,,
4384,01/01/2022,54,0640160050000,0.0,0.043,F_System,0.043,7,,,
4385,01/01/2022,54,0640160060000,0.0,0.133,F_System,0.133,7,,,
4386,01/01/2022,54,0640160070000,0.0,0.233,F_System,0.233,7,,,
4387,01/01/2022,54,0640160080000,0.0,0.09,F_System,0.09,7,,,
4388,01/01/2022,54,0640160090000,0.0,0.14,F_System,0.14,7,,,
4389,01/01/2022,54,0640160100000,0.0,0.12,F_System,0.12,7,,,
4390,01/01/2022,54,0640160110000,0.0,0.03,F_System,0.03,7,,,
4391,01/01/2022,54,0640160120000,0.0,0.08,F_System,0.08,7,,,
4392,01/01/2022,54,0640160130000,0.0,0.13,F_System,0.13,7,,,
4393,01/01/2022,54,0640160140000,0.0,0.003,F_System,0.003,7,,,
4394,01/01/2022,54,0640160140000,0.003,0.45,F_System,0.447,7,,,
4395,01/01/2022,54,0640160150000,0.0,0.07,F_System,0.07,7,,,
4396,01/01/2022,54,0640160160000,0.0,0.04,F_System,0.04,7,,,
4397,01/01/2022,54,0640160170000,0.0,0.1,F_System,0.1,7,,,
4398,01/01/2022,54,0640160180000,0.0,0.178,F_System,0.178,7,,,
4399,01/01/2022,54,0640160180000,0.178,0.266,F_System,0.088,7,,,
4400,01/01/2022,54,0640160180000,0.266,0.331,F_System,0.065,7,,,
4401,01/01/2022,54,0640160180000,0.331,0.42,F_System,0.089,7,,,
4402,01/01/2022,54,0640160190000,0.0,0.04,F_System,0.04,7,,,
4403,01/01/2022,54,0640160200000,0.0,0.28,F_System,0.28,7,,,
4404,01/01/2022,54,0640160210000,0.0,0.87,F_System,0.87,7,,,
4405,01/01/2022,54,0640160220000,0.0,0.1,F_System,0.1,7,,,
4406,01/01/2022,54,0640160230000,0.0,0.09,F_System,0.09,7,,,
4407,01/01/2022,54,0640160240000,0.0,0.07,F_System,0.07,7,,,
4408,01/01/2022,54,0640160250000,0.0,0.14,F_System,0.14,7,,,
4409,01/01/2022,54,0640160260000,0.0,0.29,F_System,0.29,7,,,
4410,01/01/2022,54,0640160270000,0.0,0.25,F_System,0.25,7,,,
4411,01/01/2022,54,0640160280000,0.0,0.1,F_System,0.1,7,,,
4412,01/01/2022,54,0640160290000,0.0,1.5,F_System,1.5,4,,,
4413,01/01/2022,54,0640160300000,0.0,0.04,F_System,0.04,7,,,
4414,01/01/2022,54,0640160310000,0.0,0.14,F_System,0.14,7,,,
4415,01/01/2022,54,0640160320000,0.0,0.29,F_System,0.29,7,,,
4416,01/01/2022,54,0640160330000,0.0,0.27,F_System,0.27,7,,,
4417,01/01/2022,54,0640160340000,0.0,0.07,F_System,0.07,7,,,
4418,01/01/2022,54,0640164010000,0.0,0.05,F_System,0.05,7,,,
4419,01/01/2022,54,0640164020000,0.0,0.06,F_System,0.06,7,,,
4420,01/01/2022,54,0640164030000,0.0,0.08,F_System,0.08,7,,,
4421,01/01/2022,54,0640164040000,0.0,0.05,F_System,0.05,7,,,
4422,01/01/2022,54,0640164050000,0.0,0.19,F_System,0.19,7,,,
4423,01/01/2022,54,0640164060000,0.0,0.03,F_System,0.03,7,,,
4424,01/01/2022,54,0640164090000,0.0,0.15,F_System,0.15,7,,,
4425,01/01/2022,54,0640164100000,0.0,0.08,F_System,0.08,7,,,
4426,01/01/2022,54,0640164110000,0.0,0.04,F_System,0.04,7,,,
4427,01/01/2022,54,0660801000000,0.0,0.05,F_System,0.05,7,,,
4428,01/01/2022,54,0673263001900,0.0,0.48,F_System,0.48,5,,,
4429,01/01/2022,54,0673266001900,0.0,0.17,F_System,0.17,5,,,
4430,01/01/2022,54,0673267001900,0.0,0.2,F_System,0.2,4,,,
4431,01/01/2022,54,0673268001900,1.7,2.02,F_System,0.32,4,,,
4432,01/01/2022,54,0673268001900,2.02,2.37,F_System,0.35,4,,,
4433,01/01/2022,54,0673270001900,0.0,0.07,F_System,0.07,4,,,
4434,01/01/2022,54,0673270001900,0.07,0.42,F_System,0.35,4,,,
4435,01/01/2022,54,0673272001900,0.0,1.04,F_System,1.04,5,,,
4436,01/01/2022,54,0673272001900,1.04,1.28,F_System,0.24,4,,,
4437,01/01/2022,54,0673272001900,1.28,1.44,F_System,0.16,4,,,
4438,01/01/2022,54,0673274001900,0.0,0.52,F_System,0.52,4,,,
4439,01/01/2022,54,0673274001900,0.52,1.63,F_System,1.11,5,,,
4440,01/01/2022,54,0673274001900,1.63,1.99,F_System,0.36,5,,,
4441,01/01/2022,54,0673275001900,0.0,1.03,F_System,1.03,4,,,
4442,01/01/2022,54,0673276001900,0.0,0.9,F_System,0.9,4,,,
4443,01/01/2022,54,0673276001900,0.9,1.83,F_System,0.93,5,,,
4444,01/01/2022,54,0673276001900,1.83,1.99,F_System,0.16,5,,,
4445,01/01/2022,54,0673277001900,0.0,0.96,F_System,0.96,5,,,
4446,01/01/2022,54,0673279001900,0.1,0.41,F_System,0.31,4,,,
4447,01/01/2022,54,0673279001900,0.41,0.87,F_System,0.46,4,,,
4448,01/01/2022,54,0673281001900,0.0,0.6,F_System,0.6,5,,,
4449,01/01/2022,54,0673281001900,0.6,0.96,F_System,0.36,5,,,
4450,01/01/2022,54,06732810019SB,0.0,0.19,F_System,0.19,4,,,
4451,01/01/2022,54,0673282001900,0.31,0.75,F_System,0.44,4,,,
4452,01/01/2022,54,0673283001900,0.0,0.43,F_System,0.43,5,,,
4453,01/01/2022,54,0673284001900,0.0,2.2,F_System,2.2,5,,,
4454,01/01/2022,54,0673285001900,0.0,0.53,F_System,0.53,4,,,
4455,01/01/2022,54,0673285001900,0.53,0.69,F_System,0.16,4,,,
4456,01/01/2022,54,0673285001900,0.69,1.718,F_System,1.028,4,,,
4457,01/01/2022,54,0673285001900,1.718,1.748,F_System,0.03,4,,,
4458,01/01/2022,54,0673285001900,1.748,1.911,F_System,0.163,4,,,
4459,01/01/2022,54,0673287001900,0.0,0.86,F_System,0.86,4,,,
4460,01/01/2022,54,0673287001900,0.86,0.94,F_System,0.08,5,,,
4461,01/01/2022,54,0673287001900,0.94,1.03,F_System,0.09,5,,,
4462,01/01/2022,54,0673287001900,1.03,1.14,F_System,0.11,5,,,
4463,01/01/2022,54,0673287001900,1.14,1.64,F_System,0.5,5,,,
4464,01/01/2022,54,0673288001900,0.0,0.91,F_System,0.91,5,,,
4465,01/01/2022,54,0673289001900,0.0,2.115,F_System,2.115,4,,,
4466,01/01/2022,54,0673290001900,0.0,0.53,F_System,0.53,5,,,
4467,01/01/2022,54,0673291001900,0.0,0.14,F_System,0.14,5,,,
4468,01/01/2022,54,0673292001900,0.0,0.69,F_System,0.69,5,,,
4469,01/01/2022,54,0673293001900,0.0,0.64,F_System,0.64,5,,,
4470,01/01/2022,54,0673294001900,0.0,1.06,F_System,1.06,5,,,
4471,01/01/2022,54,0673295001900,0.0,1.177,F_System,1.177,4,,,
4472,01/01/2022,54,0673298001900,0.0,1.02,F_System,1.02,5,,,
4473,01/01/2022,54,0673300001900,0.0,0.2,F_System,0.2,4,,,
4474,01/01/2022,54,0673313001900,0.0,0.17,F_System,0.17,5,,,
4475,01/01/2022,54,0673314001900,0.0,0.44,F_System,0.44,5,,,
4476,01/01/2022,54,0673315001900,0.0,0.19,F_System,0.19,5,,,
4477,01/01/2022,54,0673315001900,0.19,0.73,F_System,0.54,5,,,
4478,01/01/2022,54,0673316001900,0.0,0.57,F_System,0.57,5,,,
4479,01/01/2022,54,0673317001900,0.0,0.24,F_System,0.24,4,,,
4480,01/01/2022,54,0680902000000,0.0,0.87,F_System,0.87,7,,,
4481,01/01/2022,54,0680903000000,0.0,0.38,F_System,0.38,7,,,
4482,01/01/2022,54,0680904000000,0.0,0.14,F_System,0.14,7,,,
4483,01/01/2022,54,0680905000000,0.0,0.15,F_System,0.15,7,,,
4484,01/01/2022,54,0680905000000,0.15,0.32,F_System,0.17,7,,,
4485,01/01/2022,54,0680906000000,0.0,0.07,F_System,0.07,7,,,
4486,01/01/2022,54,0680907000000,0.0,0.07,F_System,0.07,7,,,
4487,01/01/2022,54,0680908000000,0.0,0.42,F_System,0.42,7,,,
4488,01/01/2022,54,0680909000000,0.0,0.51,F_System,0.51,7,,,
4489,01/01/2022,54,0680910000000,0.0,0.19,F_System,0.19,7,,,
4490,01/01/2022,54,0680911000000,0.0,0.1,F_System,0.1,7,,,
4491,01/01/2022,54,0680912000000,0.0,0.36,F_System,0.36,7,,,
4492,01/01/2022,54,0680919000000,0.0,0.6,F_System,0.6,7,,,
4493,01/01/2022,54,0680920000000,0.0,0.04,F_System,0.04,7,,,
4494,01/01/2022,54,0680920000000,0.04,0.11,F_System,0.07,7,,,
4495,01/01/2022,54,0680925000000,0.0,0.41,F_System,0.41,7,,,
4496,01/01/2022,54,0680926000000,0.0,0.2,F_System,0.2,7,,,
4497,01/01/2022,54,0680927000000,0.0,0.04,F_System,0.04,7,,,
4498,01/01/2022,54,0680927000000,0.04,0.1,F_System,0.06,7,,,
4499,01/01/2022,54,0680928000000,0.0,0.23,F_System,0.23,7,,,
4500,01/01/2022,54,0680930000000,0.0,0.26,F_System,0.26,7,,,
4501,01/01/2022,54,0680931000000,0.0,0.2,F_System,0.2,7,,,
4502,01/01/2022,54,0680932000000,0.0,0.27,F_System,0.27,7,,,
4503,01/01/2022,54,0680933000000,0.0,0.19,F_System,0.19,7,,,
4504,01/01/2022,54,0680934000000,0.0,0.24,F_System,0.24,7,,,
4505,01/01/2022,54,0680935000000,0.0,0.19,F_System,0.19,7,,,
4506,01/01/2022,54,0680936000000,0.0,0.008,F_System,0.008,7,,,
4507,01/01/2022,54,0680936000000,0.008,0.07,F_System,0.062,7,,,
4508,01/01/2022,54,0680937000000,0.0,0.002,F_System,0.002,7,,,
4509,01/01/2022,54,0680937000000,0.002,0.4,F_System,0.398,7,,,
4510,01/01/2022,54,0680941000000,0.0,0.74,F_System,0.74,7,,,
4511,01/01/2022,54,0680942000000,0.0,0.19,F_System,0.19,7,,,
4512,01/01/2022,54,0680943000000,0.0,0.004,F_System,0.004,7,,,
4513,01/01/2022,54,0680943000000,0.004,0.48,F_System,0.476,7,,,
4514,01/01/2022,54,0680944000000,0.0,0.1,F_System,0.1,7,,,
4515,01/01/2022,54,0680945000000,0.0,0.14,F_System,0.14,7,,,
4516,01/01/2022,54,0680946000000,0.0,0.48,F_System,0.48,7,,,
4517,01/01/2022,54,0680947000000,0.0,0.003,F_System,0.003,7,,,
4518,01/01/2022,54,0680947000000,0.003,0.36,F_System,0.357,7,,,
4519,01/01/2022,54,0680948000000,0.0,0.15,F_System,0.15,7,,,
4520,01/01/2022,54,0680949000000,0.0,0.07,F_System,0.07,7,,,
4521,01/01/2022,54,0680950000000,0.0,0.2,F_System,0.2,7,,,
4522,01/01/2022,54,0680951000000,0.0,0.07,F_System,0.07,7,,,
4523,01/01/2022,54,0680952000000,0.0,0.07,F_System,0.07,7,,,
4524,01/01/2022,54,07200330000EB,0.0,10.13,F_System,10.13,4,,,
4525,01/01/2022,54,07200330000EB,10.13,14.3,F_System,4.17,4,,,
4526,01/01/2022,54,07200330000EB,14.3,14.86,F_System,0.56,4,,,
4527,01/01/2022,54,07200330000WB,0.0,14.86,F_System,14.86,4,,,
4528,01/01/2022,54,0730005000000,0.0,19.6,F_System,19.6,5,,,
4529,01/01/2022,54,0730016000000,0.0,4.71,F_System,4.71,5,,,
4530,01/01/2022,54,0730016000000,4.71,7.0,F_System,2.29,5,,,
4531,01/01/2022,54,0730016000000,7.0,12.96,F_System,5.96,5,,,
4532,01/01/2022,54,0730016000000,12.96,14.97,F_System,2.01,5,,,
4533,01/01/2022,54,0730016000000,16.67,27.97,F_System,11.3,5,,,
4534,01/01/2022,54,0730016000000,27.97,28.04,F_System,0.07,5,,,
4535,01/01/2022,54,0730016000000,28.04,37.92,F_System,9.88,5,,,
4536,01/01/2022,54,0730016000200,0.0,0.03,F_System,0.03,5,,,
4537,01/01/2022,54,0740001000000,0.0,3.88,F_System,3.88,5,,,
4538,01/01/2022,54,0740001010000,0.0,0.31,F_System,0.31,7,,,
4539,01/01/2022,54,0740001040000,0.0,0.83,F_System,0.83,7,,,
4540,01/01/2022,54,0740001040000,0.83,0.89,F_System,0.06,7,,,
4541,01/01/2022,54,0740001050000,0.0,1.43,F_System,1.43,7,,,
4542,01/01/2022,54,0740001050000,1.43,1.48,F_System,0.05,7,,,
4543,01/01/2022,54,0740001060000,0.0,0.43,F_System,0.43,7,,,
4544,01/01/2022,54,0740002000000,0.0,2.85,F_System,2.85,7,,,
4545,01/01/2022,54,0740002000000,2.85,3.35,F_System,0.5,7,,,
4546,01/01/2022,54,0740002000000,3.35,5.17,F_System,1.82,6,,,
4547,01/01/2022,54,0740002000000,5.17,7.0,F_System,1.83,6,,,
4548,01/01/2022,54,0740002000000,7.0,8.6,F_System,1.6,7,,,
4549,01/01/2022,54,0740002000000,8.6,8.87,F_System,0.27,7,,,
4550,01/01/2022,54,0740002010000,0.0,0.46,F_System,0.46,6,,,
4551,01/01/2022,54,0740002010000,0.46,0.84,F_System,0.38,6,,,
4552,01/01/2022,54,0740002010000,0.84,1.36,F_System,0.52,7,,,
4553,01/01/2022,54,0740002020000,0.0,0.47,F_System,0.47,7,,,
4554,01/01/2022,54,0740002020000,0.47,0.82,F_System,0.35,7,,,
4555,01/01/2022,54,0740002030000,0.0,0.58,F_System,0.58,7,,,
4556,01/01/2022,54,0740002040000,0.0,0.84,F_System,0.84,7,,,
4557,01/01/2022,54,0740002040000,0.84,1.42,F_System,0.58,7,,,
4558,01/01/2022,54,0740002050000,0.0,0.93,F_System,0.93,7,,,
4559,01/01/2022,54,0740002060000,0.0,0.2,F_System,0.2,7,,,
4560,01/01/2022,54,0740002060000,0.2,2.44,F_System,2.24,7,,,
4561,01/01/2022,54,0740002070000,0.0,1.62,F_System,1.62,7,,,
4562,01/01/2022,54,0740002090000,0.0,1.46,F_System,1.46,6,,,
4563,01/01/2022,54,0740002090000,1.46,2.09,F_System,0.63,7,,,
4564,01/01/2022,54,0740002100000,0.0,0.7,F_System,0.7,7,,,
4565,01/01/2022,54,0740002110000,0.0,0.5,F_System,0.5,7,,,
4566,01/01/2022,54,0740003000000,0.0,0.25,F_System,0.25,6,,,
4567,01/01/2022,54,0740003000000,2.05,2.2,F_System,0.15,7,,,
4568,01/01/2022,54,0740003000000,2.2,4.63,F_System,2.43,7,,,
4569,01/01/2022,54,0740003000000,4.63,9.0,F_System,4.37,7,,,
4570,01/01/2022,54,0740003000000,9.0,9.35,F_System,0.35,7,,,
4571,01/01/2022,54,0740003000000,9.35,9.75,F_System,0.4,7,,,
4572,01/01/2022,54,0740003030000,0.0,0.58,F_System,0.58,7,,,
4573,01/01/2022,54,0740003060000,0.0,1.15,F_System,1.15,7,,,
4574,01/01/2022,54,0740003090000,0.0,1.72,F_System,1.72,7,,,
4575,01/01/2022,54,0740003090000,1.72,1.97,F_System,0.25,7,,,
4576,01/01/2022,54,0740003090000,2.1,2.16,F_System,0.06,7,,,
4577,01/01/2022,54,0740004000000,0.0,6.92,F_System,6.92,5,,,
4578,01/01/2022,54,0740004000000,7.04,9.01,F_System,1.97,7,,,
4579,01/01/2022,54,0740004000000,9.01,9.75,F_System,0.74,7,,,
4580,01/01/2022,54,0740004010000,0.0,1.61,F_System,1.61,6,,,
4581,01/01/2022,54,0740004070000,0.0,0.36,F_System,0.36,7,,,
4582,01/01/2022,54,0740004070000,0.36,0.81,F_System,0.45,7,,,
4583,01/01/2022,54,0740004080000,0.0,2.25,F_System,2.25,7,,,
4584,01/01/2022,54,0740004090000,0.0,0.11,F_System,0.11,7,,,
4585,01/01/2022,54,0740004100000,0.0,0.46,F_System,0.46,7,,,
4586,01/01/2022,54,0740004110000,0.0,0.02,F_System,0.02,7,,,
4587,01/01/2022,54,0740004110000,0.02,0.36,F_System,0.34,7,,,
4588,01/01/2022,54,0740005010000,0.0,1.65,F_System,1.65,7,,,
4589,01/01/2022,54,0740005010000,1.65,3.33,F_System,1.68,7,,,
4590,01/01/2022,54,0740005020000,0.0,2.17,F_System,2.17,7,,,
4591,01/01/2022,54,0740005040000,0.0,0.04,F_System,0.04,7,,,
4592,01/01/2022,54,0740005040000,0.04,2.28,F_System,2.24,7,,,
4593,01/01/2022,54,0740005040000,2.28,2.64,F_System,0.36,7,,,
4594,01/01/2022,54,0740005060000,0.0,1.43,F_System,1.43,7,,,
4595,01/01/2022,54,0740005060000,1.43,1.71,F_System,0.28,7,,,
4596,01/01/2022,54,0740005070000,0.0,3.31,F_System,3.31,7,,,
4597,01/01/2022,54,0740005080000,0.0,0.83,F_System,0.83,7,,,
4598,01/01/2022,54,0740005100000,0.0,0.08,F_System,0.08,7,,,
4599,01/01/2022,54,0740005110000,0.0,0.2,F_System,0.2,7,,,
4600,01/01/2022,54,0740005120000,0.0,0.04,F_System,0.04,7,,,
4601,01/01/2022,54,0740005130000,0.0,0.62,F_System,0.62,7,,,
4602,01/01/2022,54,0740005140000,0.0,0.33,F_System,0.33,7,,,
4603,01/01/2022,54,0740005150000,0.0,0.04,F_System,0.04,7,,,
4604,01/01/2022,54,0740006000000,0.0,1.93,F_System,1.93,7,,,
4605,01/01/2022,54,0740007000000,0.0,10.47,F_System,10.47,5,,,
4606,01/01/2022,54,0740007030000,0.0,1.51,F_System,1.51,7,,,
4607,01/01/2022,54,0740007030000,1.51,1.87,F_System,0.36,7,,,
4608,01/01/2022,54,0740007030000,1.87,2.9,F_System,1.03,7,,,
4609,01/01/2022,54,0740007030000,2.9,3.61,F_System,0.71,7,,,
4610,01/01/2022,54,0740007040000,0.0,4.31,F_System,4.31,7,,,
4611,01/01/2022,54,0740007050000,0.0,0.69,F_System,0.69,7,,,
4612,01/01/2022,54,0740007050000,0.69,1.51,F_System,0.82,7,,,
4613,01/01/2022,54,0740007050000,1.51,2.16,F_System,0.65,7,,,
4614,01/01/2022,54,0740007060000,0.0,1.74,F_System,1.74,7,,,
4615,01/01/2022,54,0740007060000,1.74,3.44,F_System,1.7,7,,,
4616,01/01/2022,54,0740007060000,3.44,5.01,F_System,1.57,7,,,
4617,01/01/2022,54,0740007080000,0.0,0.91,F_System,0.91,7,,,
4618,01/01/2022,54,0740007090000,0.0,1.58,F_System,1.58,7,,,
4619,01/01/2022,54,0740007100000,0.0,0.37,F_System,0.37,7,,,
4620,01/01/2022,54,0740007110000,0.0,0.14,F_System,0.14,7,,,
4621,01/01/2022,54,0740007120000,0.0,0.21,F_System,0.21,7,,,
4622,01/01/2022,54,0740007130000,0.0,0.25,F_System,0.25,7,,,
4623,01/01/2022,54,0740007140000,0.0,0.42,F_System,0.42,7,,,
4624,01/01/2022,54,0740007140000,0.42,1.06,F_System,0.64,7,,,
4625,01/01/2022,54,0740008000000,0.0,1.33,F_System,1.33,7,,,
4626,01/01/2022,54,0740008000000,1.33,1.81,F_System,0.48,7,,,
4627,01/01/2022,54,0740008000000,1.81,2.07,F_System,0.26,7,,,
4628,01/01/2022,54,0740008000000,2.07,3.6,F_System,1.53,7,,,
4629,01/01/2022,54,0740008000000,3.6,3.87,F_System,0.27,7,,,
4630,01/01/2022,54,0740008020000,0.0,1.41,F_System,1.41,7,,,
4631,01/01/2022,54,0740008090000,0.0,1.8,F_System,1.8,7,,,
4632,01/01/2022,54,0740008090000,1.8,2.5,F_System,0.7,7,,,
4633,01/01/2022,54,0740008090000,2.5,3.54,F_System,1.04,7,,,
4634,01/01/2022,54,0740008090000,3.54,3.84,F_System,0.3,7,,,
4635,01/01/2022,54,0740008100000,0.0,1.39,F_System,1.39,7,,,
4636,01/01/2022,54,0740009000000,0.0,4.68,F_System,4.68,6,,,
4637,01/01/2022,54,0740009000000,4.68,5.92,F_System,1.24,7,,,
4638,01/01/2022,54,0740009000000,5.92,7.4,F_System,1.48,7,,,
4639,01/01/2022,54,0740009020000,0.0,2.91,F_System,2.91,7,,,
4640,01/01/2022,54,0740009030000,0.0,0.79,F_System,0.79,7,,,
4641,01/01/2022,54,0740009030000,0.79,1.68,F_System,0.89,7,,,
4642,01/01/2022,54,0740009030000,1.68,2.3,F_System,0.62,7,,,
4643,01/01/2022,54,0740009040000,0.0,0.05,F_System,0.05,7,,,
4644,01/01/2022,54,0740009040000,0.05,1.38,F_System,1.33,7,,,
4645,01/01/2022,54,0740009050000,0.0,1.0,F_System,1.0,7,,,
4646,01/01/2022,54,0740009060000,0.0,1.43,F_System,1.43,7,,,
4647,01/01/2022,54,0740009070000,0.0,2.89,F_System,2.89,7,,,
4648,01/01/2022,54,0740009070000,2.89,3.33,F_System,0.44,7,,,
4649,01/01/2022,54,0740010000000,0.0,0.74,F_System,0.74,7,,,
4650,01/01/2022,54,0740010000000,0.74,1.93,F_System,1.19,7,,,
4651,01/01/2022,54,0740010000000,1.93,2.14,F_System,0.21,7,,,
4652,01/01/2022,54,0740010000000,2.14,2.91,F_System,0.77,7,,,
4653,01/01/2022,54,0740010000000,2.91,3.38,F_System,0.47,7,,,
4654,01/01/2022,54,0740010000000,3.38,3.64,F_System,0.26,7,,,
4655,01/01/2022,54,0740010000000,3.64,5.0,F_System,1.36,7,,,
4656,01/01/2022,54,0740010000000,5.0,5.86,F_System,0.86,7,,,
4657,01/01/2022,54,0740010010000,0.0,1.2,F_System,1.2,7,,,
4658,01/01/2022,54,0740011000000,0.0,9.84,F_System,9.84,5,,,
4659,01/01/2022,54,0740011010000,0.0,1.16,F_System,1.16,7,,,
4660,01/01/2022,54,0740011020000,0.0,2.07,F_System,2.07,7,,,
4661,01/01/2022,54,0740011030000,0.0,1.87,F_System,1.87,7,,,
4662,01/01/2022,54,0740011030000,1.87,3.95,F_System,2.08,7,,,
4663,01/01/2022,54,0740011040000,0.0,2.41,F_System,2.41,7,,,
4664,01/01/2022,54,0740011050000,0.0,0.75,F_System,0.75,7,,,
4665,01/01/2022,54,0740011050000,0.75,2.34,F_System,1.59,7,,,
4666,01/01/2022,54,0740011060000,0.0,1.0,F_System,1.0,6,,,
4667,01/01/2022,54,0740011060000,1.0,2.42,F_System,1.42,7,,,
4668,01/01/2022,54,0740011060000,2.42,2.53,F_System,0.11,7,,,
4669,01/01/2022,54,0740011070000,0.0,1.09,F_System,1.09,7,,,
4670,01/01/2022,54,0740011080000,0.0,0.75,F_System,0.75,7,,,
4671,01/01/2022,54,0740012000000,0.0,2.36,F_System,2.36,7,,,
4672,01/01/2022,54,0740012000000,2.36,5.34,F_System,2.98,7,,,
4673,01/01/2022,54,0740012000000,5.34,8.48,F_System,3.14,7,,,
4674,01/01/2022,54,0740012000000,8.48,12.19,F_System,3.71,7,,,
4675,01/01/2022,54,0740012010000,0.0,3.33,F_System,3.33,7,,,
4676,01/01/2022,54,0740012030000,0.0,1.09,F_System,1.09,7,,,
4677,01/01/2022,54,0740012030000,1.09,1.68,F_System,0.59,7,,,
4678,01/01/2022,54,0740012030000,1.68,4.0,F_System,2.32,7,,,
4679,01/01/2022,54,0740012040000,0.0,1.95,F_System,1.95,7,,,
4680,01/01/2022,54,0740012050000,0.0,0.53,F_System,0.53,7,,,
4681,01/01/2022,54,0740012050000,0.53,0.85,F_System,0.32,7,,,
4682,01/01/2022,54,0740012060000,0.0,0.36,F_System,0.36,7,,,
4683,01/01/2022,54,0740012060000,0.36,0.58,F_System,0.22,7,,,
4684,01/01/2022,54,0740012070000,0.0,0.5,F_System,0.5,7,,,
4685,01/01/2022,54,0740013000000,0.0,2.56,F_System,2.56,6,,,
4686,01/01/2022,54,0740013000000,2.94,4.62,F_System,1.68,7,,,
4687,01/01/2022,54,0740014000000,0.0,1.62,F_System,1.62,7,,,
4688,01/01/2022,54,0740014000000,1.62,3.11,F_System,1.49,7,,,
4689,01/01/2022,54,0740014000000,3.11,5.6,F_System,2.49,7,,,
4690,01/01/2022,54,0740014030000,0.0,0.2,F_System,0.2,7,,,
4691,01/01/2022,54,0740014040000,0.0,1.3,F_System,1.3,7,,,
4692,01/01/2022,54,0740014040000,1.3,3.28,F_System,1.98,7,,,
4693,01/01/2022,54,0740014050000,0.0,1.49,F_System,1.49,7,,,
4694,01/01/2022,54,0740015000000,0.0,3.65,F_System,3.65,6,,,
