StateId,RouteId,BeginPoint,EndPoint,DataItem,BeginDate,SPEED_LIMIT_VN,SPEED_LIMIT_VT,SPEED_LIMIT_VD,Comments,ReportDate,EndDate,SectionLength,ProcessId,IsWarning,IsApproved
54,4640044080000,0.33,0.45,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,4.60441E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.12,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4640044080000,0.45,0.69,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,4.60044E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.24,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,50100640000EB,1.25,1.29,SPEED_LIMIT,1/1/2022 12:00:00 AM,65.0,,,500640000125,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.04,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5030152000000,40.4,43.98,SPEED_LIMIT,1/1/2022 12:00:00 AM,55.0,,,501520004040,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,3.58,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,4940007000000,0.22,0.423,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,4.9007E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.203,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5240003010000,0.0,0.009,SPEED_LIMIT,1/1/2022 12:00:00 AM,35.0,,,5.2003E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.009,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,54100770000NB,181.674,185.34,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,540770018167,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,3.666,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,54100770000NB,185.34,185.64,SPEED_LIMIT,1/1/2022 12:00:00 AM,70.0,,,540770018534,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.3,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5430892000000,2.81,4.73,SPEED_LIMIT,1/1/2022 12:00:00 AM,45.0,,,5.40892E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.92,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5430892000000,7.02,8.55,SPEED_LIMIT,1/1/2022 12:00:00 AM,50.0,,,5.40892E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,1.53,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5475759001900,0.0,0.48,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,5.40576E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.48,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
54,5475760001900,0.21,0.24,SPEED_LIMIT,1/1/2022 12:00:00 AM,25.0,,,5.40576E+11,6/6/2023 2:34:38 AM,12/31/9999 12:00:00 AM,0.03,908532ed-af8e-4c3f-983c-b5f9600c39bb,,
